Field1_links,Field2,Field3,Field4,Field5
https://www.imdb.com/title/tt4830796/?ref_=sr_t_316,Küçük Gelin,92,,
https://www.imdb.com/title/tt12694080/?ref_=sr_t_317,Seni Çok Bekledim,13,,
https://www.imdb.com/title/tt0426735/?ref_=sr_t_318,Kinali Kar,90,90,
https://www.imdb.com/title/tt14368830/?ref_=sr_t_319,Askin Yolculugu: Haci Bayram Veli,26,,
https://www.imdb.com/title/tt3410226/?ref_=sr_t_320,Sakli Kalan,3,,
https://www.imdb.com/title/tt16162676/?ref_=sr_t_321,Hayaller Ve Hayatlar,26,,
https://www.imdb.com/title/tt3142874/?ref_=sr_t_322,A.S.K.,13,,
https://www.imdb.com/title/tt22044970/?ref_=sr_t_323,Toprak ile Fidan,101,,
https://www.imdb.com/title/tt7807054/?ref_=sr_t_324,Gülizar,10,,
https://www.imdb.com/title/tt1741647/?ref_=sr_t_325,Sakarya-Firat,6,,
https://www.imdb.com/title/tt16024160/?ref_=sr_t_326,Tarihin Efsaneleri,16,,
https://www.imdb.com/title/tt1584905/?ref_=sr_t_327,Samanyolu,29,,
https://www.imdb.com/title/tt4900114/?ref_=sr_t_328,Al Yazmalim,37,,
https://www.imdb.com/title/tt0421327/?ref_=sr_t_329,Ekmek Teknesi,106,106,
https://www.imdb.com/title/tt16711824/?ref_=sr_t_330,Ask Kumardir,8,,
https://www.imdb.com/title/tt1809413/?ref_=sr_t_331,1 Kadin 1 Erkek,435,435,
https://www.imdb.com/title/tt7531930/?ref_=sr_t_332,Yüz Yüze,2,,
https://www.imdb.com/title/tt19246424/?ref_=sr_t_333,Yesil Vadi'nin Kizi,74,,
https://www.imdb.com/title/tt0346211/?ref_=sr_t_334,Bir Demet Tiyatro,23,23,
https://www.imdb.com/title/tt5988466/?ref_=sr_t_335,Bana Sevmeyi Anlat,22,,
https://www.imdb.com/title/tt6091552/?ref_=sr_t_336,Adini Sen Koy,359,,
https://www.imdb.com/title/tt8438442/?ref_=sr_t_337,Benim Hala Umudum Var,33,,
https://www.imdb.com/title/tt11231274/?ref_=sr_t_338,Bahari Beklerken,81,,
https://www.imdb.com/title/tt2154843/?ref_=sr_t_339,Deniz Yildizi,1.2K,,
https://www.imdb.com/title/tt19768226/?ref_=sr_t_340,Ah Nerede,7,7,
https://www.imdb.com/title/tt6301288/?ref_=sr_t_341,Seviyor Sevmiyor,56,,
https://www.imdb.com/title/tt8103150/?ref_=sr_t_342,Survivor All Star,2,2,
https://www.imdb.com/title/tt12531682/?ref_=sr_t_343,Maria ile Mustafa,17,,
https://www.imdb.com/title/tt0834039/?ref_=sr_t_344,Yalanci Yarim,49,,
https://www.imdb.com/title/tt5922962/?ref_=sr_t_345,Sahane Damat,8,,
https://www.imdb.com/title/tt13728634/?ref_=sr_t_346,Terapist,7,,
https://www.imdb.com/title/tt0989272/?ref_=sr_t_347,Kader,13,,
https://www.imdb.com/title/tt7561642/?ref_=sr_t_348,Yeni Gelin,64,64,
https://www.imdb.com/title/tt14827134/?ref_=sr_t_349,Ikimizin Sirri,11,,
https://www.imdb.com/title/tt22467674/?ref_=sr_t_350,Çöp Adam,30,,
https://www.imdb.com/title/tt16408756/?ref_=sr_t_351,Survivor 2022 All Star,150,150,
https://www.imdb.com/title/tt4075332/?ref_=sr_t_352,Emanet,13,,
https://www.imdb.com/title/tt1103639/?ref_=sr_t_353,Menekse ile Halil,36,,
https://www.imdb.com/title/tt14667582/?ref_=sr_t_354,Içimizden Biri,6,,
https://www.imdb.com/title/tt6175594/?ref_=sr_t_355,Yeter,40,,
https://www.imdb.com/title/tt9049036/?ref_=sr_t_356,Bir Umut Yeter,6,,
https://www.imdb.com/title/tt21279302/?ref_=sr_t_357,Ibn-I Sina,10,,
https://www.imdb.com/title/tt13437388/?ref_=sr_t_358,Hükümsüz,10,,
https://www.imdb.com/title/tt6042546/?ref_=sr_t_359,Arkadaslar Iyidir,10,,
https://www.imdb.com/title/tt13856832/?ref_=sr_t_360,Ex Askim,24,,
https://www.imdb.com/title/tt0452712/?ref_=sr_t_361,Aska Sürgün,53,,
https://www.imdb.com/title/tt28075973/?ref_=sr_t_362,Kismet,10,10,
https://www.imdb.com/title/tt13381804/?ref_=sr_t_363,Bir Zamanlar Kibris,24,24,
https://www.imdb.com/title/tt22727856/?ref_=sr_t_364,Taçsiz Prenses,13,13,
https://www.imdb.com/title/tt0846614/?ref_=sr_t_365,Ruhsar,108,108,
https://www.imdb.com/title/tt6345486/?ref_=sr_t_366,Kalbimdeki Deniz,60,,
https://www.imdb.com/title/tt1059247/?ref_=sr_t_367,Genco,51,,
https://www.imdb.com/title/tt7224572/?ref_=sr_t_368,Kanatsiz Kuslar,46,,
https://www.imdb.com/title/tt8961058/?ref_=sr_t_369,Kizim,35,35,
https://www.imdb.com/title/tt20248548/?ref_=sr_t_370,Balkan Ninnisi,25,,
https://www.imdb.com/title/tt15299654/?ref_=sr_t_371,Duran,9,,
https://www.imdb.com/title/tt11519740/?ref_=sr_t_372,Tutunamayanlar,15,,
https://www.imdb.com/title/tt12872898/?ref_=sr_t_373,Alev Alev,28,28,
https://www.imdb.com/title/tt13717946/?ref_=sr_t_374,Olagan Süpheliler,10,,
https://www.imdb.com/title/tt19852660/?ref_=sr_t_375,Kiyma,21,,
https://www.imdb.com/title/tt17678832/?ref_=sr_t_376,Hakim,10,,
https://www.imdb.com/title/tt5843858/?ref_=sr_t_377,Kertenkele,85,85,
https://www.imdb.com/title/tt10374050/?ref_=sr_t_378,Benim Tatli Yalanim,34,34,
https://www.imdb.com/title/tt7440366/?ref_=sr_t_379,Mehmetçik Kut'ül Amare,33,,
https://www.imdb.com/title/tt19246582/?ref_=sr_t_380,Gecenin Ucunda,26,,
https://www.imdb.com/title/tt3776084/?ref_=sr_t_381,Küçük Aga,52,52,
https://www.imdb.com/title/tt6263656/?ref_=sr_t_382,Hangimiz Sevmedik?,40,40,
https://www.imdb.com/title/tt19850916/?ref_=sr_t_383,Gül Masali,17,,
https://www.imdb.com/title/tt3707700/?ref_=sr_t_384,Bugünün Saraylisi,37,,
https://www.imdb.com/title/tt0426790/?ref_=sr_t_385,Sihirli Annem,240,240,
https://www.imdb.com/title/tt7703986/?ref_=sr_t_386,Ayrilik,13,,
https://www.imdb.com/title/tt5994796/?ref_=sr_t_387,Bodrum Masali,42,,
https://www.imdb.com/title/tt9280252/?ref_=sr_t_388,Tozkoparan,55,,
https://www.imdb.com/title/tt21268566/?ref_=sr_t_389,Hayat Bugün,8,,
https://www.imdb.com/title/tt3180954/?ref_=sr_t_390,Es-Es,21,,
https://www.imdb.com/title/tt5303516/?ref_=sr_t_391,Asla Vazgeçmem,59,59,
https://www.imdb.com/title/tt13247296/?ref_=sr_t_392,Seref Bey,10,,
https://www.imdb.com/title/tt15192718/?ref_=sr_t_393,Elbet Bir Gün,6,,
https://www.imdb.com/title/tt14193896/?ref_=sr_t_394,Metot,4,,
https://www.imdb.com/title/tt1353608/?ref_=sr_t_395,Papatyam,121,,
https://www.imdb.com/title/tt4574508/?ref_=sr_t_396,Mutlu Ol Yeter,7,,
https://www.imdb.com/title/tt3809284/?ref_=sr_t_397,Altindagli,,,
https://www.imdb.com/title/tt19246566/?ref_=sr_t_398,Seversin,20,20,
https://www.imdb.com/title/tt23459414/?ref_=sr_t_399,Sebeke,10,,
https://www.imdb.com/title/tt9540596/?ref_=sr_t_400,Nöbet,8,,
https://www.imdb.com/title/tt24243834/?ref_=sr_t_401,Survivor 2023,44,44,
https://www.imdb.com/title/tt6164342/?ref_=sr_t_402,Sefkat Tepe,158,,
https://www.imdb.com/title/tt4162900/?ref_=sr_t_403,Yesil Deniz,11,,
https://www.imdb.com/title/tt7286962/?ref_=sr_t_404,Isimsizler,27,,
https://www.imdb.com/title/tt7180934/?ref_=sr_t_405,Kis Günesi,18,18,
https://www.imdb.com/title/tt0856757/?ref_=sr_t_406,Yaprak Dökümü,174,174,
https://www.imdb.com/title/tt13726244/?ref_=sr_t_407,Masumiyet,13,13,
https://www.imdb.com/title/tt14183314/?ref_=sr_t_408,Yalanci,10,,
https://www.imdb.com/title/tt19394290/?ref_=sr_t_409,Sevmek Zamani,5,,
https://www.imdb.com/title/tt14032126/?ref_=sr_t_410,Hamlet,7,7,
https://www.imdb.com/title/tt5692738/?ref_=sr_t_411,Hayatimin Aski,17,17,
https://www.imdb.com/title/tt26625889/?ref_=sr_t_412,Yesil Deniz Milenyum,3,,
https://www.imdb.com/title/tt4871482/?ref_=sr_t_413,Adi Mutluluk,17,,
https://www.imdb.com/title/tt6520688/?ref_=sr_t_414,Ask Bir Hayal,70,,
https://www.imdb.com/title/tt4015542/?ref_=sr_t_415,Güzel Köylü,53,,
https://www.imdb.com/title/tt7984742/?ref_=sr_t_416,Masum Degiliz,6,,
https://www.imdb.com/title/tt23813378/?ref_=sr_t_417,Serhat,10,,
https://www.imdb.com/title/tt13583468/?ref_=sr_t_418,Iste Bu Benim Masalim,8,8,
https://www.imdb.com/title/tt14045562/?ref_=sr_t_419,Mendirman Jaloliddin,7,,
https://www.imdb.com/title/tt6333232/?ref_=sr_t_420,Ask ve Mavi,78,78,
https://www.imdb.com/title/tt7131032/?ref_=sr_t_421,Rüya,10,,
https://www.imdb.com/title/tt8320388/?ref_=sr_t_422,Kirlangiç Firtinasi,7,,
https://www.imdb.com/title/tt0424619/?ref_=sr_t_423,Cennet Mahallesi,119,,
https://www.imdb.com/title/tt8855062/?ref_=sr_t_424,Dikkat Bebek Var,,,
https://www.imdb.com/title/tt2735500/?ref_=sr_t_425,Beni Böyle Sev,89,,
https://www.imdb.com/title/tt10377430/?ref_=sr_t_426,Kimse Bilmez,27,27,
https://www.imdb.com/title/tt5303602/?ref_=sr_t_427,Gecenin Kraliçesi,15,15,
https://www.imdb.com/title/tt13001132/?ref_=sr_t_428,Çocukluk,11,,
https://www.imdb.com/title/tt7975550/?ref_=sr_t_429,Tutsak,9,,
https://www.imdb.com/title/tt3371332/?ref_=sr_t_430,Sana Bir Sir Verecegim,22,,
https://www.imdb.com/title/tt0287883/?ref_=sr_t_431,Süper Baba,137,137,
https://www.imdb.com/title/tt13286658/?ref_=sr_t_432,Acemi Anneler,168,,
https://www.imdb.com/title/tt24022460/?ref_=sr_t_433,Ben Bu Boslugu Nasil,6,,
https://www.imdb.com/title/tt9162072/?ref_=sr_t_434,Ikizler Memo-Can,25,25,
https://www.imdb.com/title/tt9100424/?ref_=sr_t_435,Keskin Biçak,8,,
https://www.imdb.com/title/tt30361848/?ref_=sr_t_436,Survivor 2024 All Star,2,,
https://www.imdb.com/title/tt8014830/?ref_=sr_t_437,Hiçkirik,1,,
https://www.imdb.com/title/tt10924104/?ref_=sr_t_438,Kursun,7,,
https://www.imdb.com/title/tt8478070/?ref_=sr_t_439,Darisi Basimiza,5,5,
https://www.imdb.com/title/tt6225210/?ref_=sr_t_440,Babam ve Ailesi,13,,
https://www.imdb.com/title/tt21268600/?ref_=sr_t_441,Modern Dogu Masallari,8,,
https://www.imdb.com/title/tt2361816/?ref_=sr_t_442,Seksenler,219,219,
https://www.imdb.com/title/tt1592295/?ref_=sr_t_443,Ömre Bedel,71,,
https://www.imdb.com/title/tt14395722/?ref_=sr_t_444,Kazara Ask,13,13,
https://www.imdb.com/title/tt0862622/?ref_=sr_t_445,Selena,104,,
https://www.imdb.com/title/tt7957172/?ref_=sr_t_446,Survivor 2018,113,113,
https://www.imdb.com/title/tt26428591/?ref_=sr_t_447,Barbaros Hayreddin: Sultan Fermani,20,,
https://www.imdb.com/title/tt15281706/?ref_=sr_t_448,Elkizi,13,,
https://www.imdb.com/title/tt27874348/?ref_=sr_t_449,Benim Güzel Ailem,22,22,
https://www.imdb.com/title/tt29621957/?ref_=sr_t_450,Aska Düsman,1,,
https://www.imdb.com/title/tt6369678/?ref_=sr_t_451,Unutulmaz,90,,
https://www.imdb.com/title/tt23322924/?ref_=sr_t_452,Organizasyon Bizim Isimiz,10,,
https://www.imdb.com/title/tt6550350/?ref_=sr_t_453,Adi Efsane,29,,
https://www.imdb.com/title/tt7999996/?ref_=sr_t_454,Dip,8,8,
https://www.imdb.com/title/tt3958892/?ref_=sr_t_455,Kocamin Ailesi,21,21,
https://www.imdb.com/title/tt14183324/?ref_=sr_t_456,Askin Tarifi,13,13,
https://www.imdb.com/title/tt19410126/?ref_=sr_t_457,Içimizdeki Ates,5,,
https://www.imdb.com/title/tt2544156/?ref_=sr_t_458,Dila Hanim,62,,
https://www.imdb.com/title/tt1448226/?ref_=sr_t_459,Melekler Korusun,1,,
https://www.imdb.com/title/tt23865478/?ref_=sr_t_460,Yildizlar Bana Uzak,1,,
https://www.imdb.com/title/tt0290995/?ref_=sr_t_461,Yeditepe Istanbul,48,,
https://www.imdb.com/title/tt14024714/?ref_=sr_t_462,Hiç,8,,
https://www.imdb.com/title/tt6654118/?ref_=sr_t_463,Evlat Kokusu,9,,
https://www.imdb.com/title/tt8081138/?ref_=sr_t_464,Kalbimin Sultani,8,,
https://www.imdb.com/title/tt22325952/?ref_=sr_t_465,Ben Gri,8,8,
https://www.imdb.com/title/tt27739128/?ref_=sr_t_466,Vermem Seni Ellere,9,9,
https://www.imdb.com/title/tt9048998/?ref_=sr_t_467,Bir Litre Gözyasi,15,15,
https://www.imdb.com/title/tt2151208/?ref_=sr_t_468,Kanit,100,,
https://www.imdb.com/title/tt5601646/?ref_=sr_t_469,Olacak O Kadar,11,11,
https://www.imdb.com/title/tt0834012/?ref_=sr_t_470,Acemi Cadi,58,,
https://www.imdb.com/title/tt7944260/?ref_=sr_t_471,Jet Sosyete,59,59,
https://www.imdb.com/title/tt13856804/?ref_=sr_t_472,Ölüm Zamani,8,,
https://www.imdb.com/title/tt3213296/?ref_=sr_t_473,Fatih Harbiye,50,50,
https://www.imdb.com/title/tt0365980/?ref_=sr_t_474,Asmali Konak,20,20,
https://www.imdb.com/title/tt6396252/?ref_=sr_t_475,Ölene Kadar,13,13,
https://www.imdb.com/title/tt10850402/?ref_=sr_t_476,Çocuk,18,18,
https://www.imdb.com/title/tt4075230/?ref_=sr_t_477,Gönül Isleri,28,,
https://www.imdb.com/title/tt4833638/?ref_=sr_t_478,Yunus Emre: Askin Yolculugu,45,,
https://www.imdb.com/title/tt0287285/?ref_=sr_t_479,Yilan Hikayesi,90,90,
https://www.imdb.com/title/tt6453088/?ref_=sr_t_480,Cesur Yürek,21,,
https://www.imdb.com/title/tt13470984/?ref_=sr_t_481,10 Bin Adim,20,20,
https://www.imdb.com/title/tt30025590/?ref_=sr_t_482,Kod Adi Kirlangic,8,,
https://www.imdb.com/title/tt6091718/?ref_=sr_t_483,Familya,11,,
https://www.imdb.com/title/tt7661056/?ref_=sr_t_484,Kalk Gidelim,135,135,
https://www.imdb.com/title/tt2087193/?ref_=sr_t_485,Hayat Devam Ediyor,46,,
https://www.imdb.com/title/tt26542520/?ref_=sr_t_486,Biltmore Oteli Cinayeti,6,,
https://www.imdb.com/title/tt1688212/?ref_=sr_t_487,Kapaliçarsi,38,,
https://www.imdb.com/title/tt8698552/?ref_=sr_t_488,Teskilat,39,,
https://www.imdb.com/title/tt26653283/?ref_=sr_t_489,Tetikçinin Oglu,7,,
https://www.imdb.com/title/tt16212836/?ref_=sr_t_490,Maske: Kimsin Sen?,9,,
https://www.imdb.com/title/tt9111010/?ref_=sr_t_491,Bartu Ben,10,10,
https://www.imdb.com/title/tt8315348/?ref_=sr_t_492,4N1K,25,25,
https://www.imdb.com/title/tt6363168/?ref_=sr_t_493,Kara Ekmek,37,,
https://www.imdb.com/title/tt9861270/?ref_=sr_t_494,Çilgin Dersane Üniversitede,5,,
https://www.imdb.com/title/tt27796339/?ref_=sr_t_495,Deneme Çekimi,6,,
https://www.imdb.com/title/tt7988616/?ref_=sr_t_496,Nefes Nefese,10,,
https://www.imdb.com/title/tt2992384/?ref_=sr_t_497,Tatar Ramazan: Ben Bu Oyunu Bozarim,26,,
https://www.imdb.com/title/tt4371812/?ref_=sr_t_498,Racon,4,,
https://www.imdb.com/title/tt17678828/?ref_=sr_t_499,Kara Tahta,20,,
https://www.imdb.com/title/tt7929954/?ref_=sr_t_500,Dudullu Postasi,13,13,
﻿https://www.imdb.com/title/tt3085498/?ref_=sr_t_501,Galip Dervis,56,,
https://www.imdb.com/title/tt7685892/?ref_=sr_t_502,Oyunbozan,5,,
https://www.imdb.com/title/tt0426642/?ref_=sr_t_503,Alacakaranlik,37,,
https://www.imdb.com/title/tt4195264/?ref_=sr_t_504,Bes Kardes,13,,
https://www.imdb.com/title/tt22806544/?ref_=sr_t_505,Al Sancak,19,,
https://www.imdb.com/title/tt2972020/?ref_=sr_t_506,Bir Ask Hikayesi,36,,
https://www.imdb.com/title/tt21874038/?ref_=sr_t_507,Güzel Günler,26,26,
https://www.imdb.com/title/tt8309422/?ref_=sr_t_508,Rafadan Tayfa,10,,
https://www.imdb.com/title/tt13286144/?ref_=sr_t_509,Bir Annenin Günahi,5,,
https://www.imdb.com/title/tt9667744/?ref_=sr_t_510,Yüzlesme,4,,
https://www.imdb.com/title/tt2154793/?ref_=sr_t_511,Bez Bebek,49,,
https://www.imdb.com/title/tt0273437/?ref_=sr_t_512,Ask-i Memnu,6,,
https://www.imdb.com/title/tt16452902/?ref_=sr_t_513,Oglum,15,15,
https://www.imdb.com/title/tt12858840/?ref_=sr_t_514,Akinci,20,,
https://www.imdb.com/title/tt22467658/?ref_=sr_t_515,Yüz Yillik Mucize,13,,
https://www.imdb.com/title/tt5151004/?ref_=sr_t_516,Hatirla Gönül,13,,
https://www.imdb.com/title/tt17678840/?ref_=sr_t_517,Annenin Sirridir Çocuk,11,11,
https://www.imdb.com/title/tt11149738/?ref_=sr_t_518,Güvercin,16,16,
https://www.imdb.com/title/tt1580811/?ref_=sr_t_519,Ask ve Ceza,62,62,
https://www.imdb.com/title/tt9089698/?ref_=sr_t_520,Yetenek Sizsiniz Türkiye,1,1,
https://www.imdb.com/title/tt3467416/?ref_=sr_t_521,Pis Yedili,101,,
https://www.imdb.com/title/tt0487326/?ref_=sr_t_522,Yine de Asigim,3,,
https://www.imdb.com/title/tt5152426/?ref_=sr_t_523,Evli ve Öfkeli,30,,
https://www.imdb.com/title/tt8960548/?ref_=sr_t_524,O Ses Türkiye,,,
https://www.imdb.com/title/tt5365760/?ref_=sr_t_525,Güldür Güldür Show,170,170,
https://www.imdb.com/title/tt9279356/?ref_=sr_t_526,Ne Münasebet,11,,
https://www.imdb.com/title/tt28297345/?ref_=sr_t_527,Yaz Sarkisi,8,8,
https://www.imdb.com/title/tt10147676/?ref_=sr_t_528,Leke,9,,
https://www.imdb.com/title/tt10302498/?ref_=sr_t_529,Altinsoylar,4,,
https://www.imdb.com/title/tt11006992/?ref_=sr_t_530,Sevgili Geçmis,8,,
https://www.imdb.com/title/tt5301950/?ref_=sr_t_531,Baba Candir,66,66,
https://www.imdb.com/title/tt17422182/?ref_=sr_t_532,Bizden Olur Mu,10,10,
https://www.imdb.com/title/tt21029674/?ref_=sr_t_533,Cezailer,8,,
https://www.imdb.com/title/tt8153838/?ref_=sr_t_534,Çarli Is Basinda,,,
https://www.imdb.com/title/tt5178772/?ref_=sr_t_535,Analar ve Anneler,9,,
https://www.imdb.com/title/tt0424596/?ref_=sr_t_536,Aliye,76,76,
https://www.imdb.com/title/tt4075092/?ref_=sr_t_537,Reaksiyon,13,,
https://www.imdb.com/title/tt27795928/?ref_=sr_t_538,Yardimci Oyuncu,10,,
https://www.imdb.com/title/tt27123253/?ref_=sr_t_539,Fedakar,50,,
https://www.imdb.com/title/tt8176048/?ref_=sr_t_540,Tarcin ve Arkadaslari,10,,
https://www.imdb.com/title/tt5303436/?ref_=sr_t_541,Hayat Mucizelere Gebe,7,,
https://www.imdb.com/title/tt0813726/?ref_=sr_t_542,Kaybolan Yillar,49,,
https://www.imdb.com/title/tt4015642/?ref_=sr_t_543,Kaçak Gelinler,29,,
https://www.imdb.com/title/tt17678824/?ref_=sr_t_544,Gülümse Kaderine,5,,
https://www.imdb.com/title/tt7930572/?ref_=sr_t_545,Istanbul Sokaklari,9,,
https://www.imdb.com/title/tt28106998/?ref_=sr_t_546,Yeni Nesil Ebeveynler,5,,
https://www.imdb.com/title/tt7107226/?ref_=sr_t_547,Dayan Yüregim,13,,
https://www.imdb.com/title/tt10476544/?ref_=sr_t_548,Sampiyon,34,34,
https://www.imdb.com/title/tt13923096/?ref_=sr_t_549,Bir Yeralti Sitcom'u,10,,
https://www.imdb.com/title/tt0303449/?ref_=sr_t_550,Dadi,61,61,
https://www.imdb.com/title/tt22394752/?ref_=sr_t_551,Maviye Sürgün,26,,
https://www.imdb.com/title/tt19383446/?ref_=sr_t_552,Kusursuz Kiraci,6,,
https://www.imdb.com/title/tt4132514/?ref_=sr_t_553,Yedi Güzel Adam,39,,
https://www.imdb.com/title/tt0424649/?ref_=sr_t_554,Haziran Gecesi,62,62,
https://www.imdb.com/title/tt14385558/?ref_=sr_t_555,Mavera: Hace Ahmed Yesevi,26,,
https://www.imdb.com/title/tt10476258/?ref_=sr_t_556,Sokagin Çocuklari,46,46,
https://www.imdb.com/title/tt7843954/?ref_=sr_t_557,Adi: Zehra,14,,
https://www.imdb.com/title/tt9529618/?ref_=sr_t_558,Kardes Çocuklari,21,,
https://www.imdb.com/title/tt0413623/?ref_=sr_t_559,Çocuklar Duymasin,503,503,
https://www.imdb.com/title/tt9100784/?ref_=sr_t_560,Seni Kimler Aldi,10,,
https://www.imdb.com/title/tt7748356/?ref_=sr_t_561,Cennet'in Gözyaslari,36,36,
https://www.imdb.com/title/tt22037042/?ref_=sr_t_562,Sipahi,8,8,
https://www.imdb.com/title/tt14588158/?ref_=sr_t_563,Bas Belasi,13,,
https://www.imdb.com/title/tt9520396/?ref_=sr_t_564,Vuslat,44,44,
https://www.imdb.com/title/tt1173338/?ref_=sr_t_565,Parmakliklar Ardinda,38,,
https://www.imdb.com/title/tt0845192/?ref_=sr_t_566,Firtina,48,,
https://www.imdb.com/title/tt1847054/?ref_=sr_t_567,Derin Sular,116,,
https://www.imdb.com/title/tt4190414/?ref_=sr_t_568,Haneler,,,
https://www.imdb.com/title/tt21257114/?ref_=sr_t_569,O Kiz,25,25,
https://www.imdb.com/title/tt1807324/?ref_=sr_t_570,Karadaglar,41,,
https://www.imdb.com/title/tt12496588/?ref_=sr_t_571,Gençligim Eyvah,17,17,
https://www.imdb.com/title/tt5986310/?ref_=sr_t_572,Altin Kizlar,1,,
https://www.imdb.com/title/tt8295372/?ref_=sr_t_573,Bir Deli Rüzgar,6,,
https://www.imdb.com/title/tt3418430/?ref_=sr_t_574,Kaçak,52,,
https://www.imdb.com/title/tt0421297/?ref_=sr_t_575,Bir Istanbul Masali,29,29,
https://www.imdb.com/title/tt11755606/?ref_=sr_t_576,Hizmetçiler,3,,
https://www.imdb.com/title/tt9354486/?ref_=sr_t_577,Kizlar ve Anneleri,2,,
https://www.imdb.com/title/tt4338234/?ref_=sr_t_578,Filinta,122,,
https://www.imdb.com/title/tt21345412/?ref_=sr_t_579,Bir Fetih Ülküsü Kizilelma,8,,
https://www.imdb.com/title/tt15231136/?ref_=sr_t_580,Kirik Hayatlar,100,,
https://www.imdb.com/title/tt12779734/?ref_=sr_t_581,Vahsi Seyler,8,,
https://www.imdb.com/title/tt23109230/?ref_=sr_t_582,#adaleTT,10,,
https://www.imdb.com/title/tt4075196/?ref_=sr_t_583,Kaderimin Yazildigi Gün,50,50,
https://www.imdb.com/title/tt12994624/?ref_=sr_t_584,Dünya Güzellerim,13,,
https://www.imdb.com/title/tt13748376/?ref_=sr_t_585,Ilginç Bazi Olaylar,20,20,
https://www.imdb.com/title/tt1183924/?ref_=sr_t_586,Karayilan,18,,
https://www.imdb.com/title/tt15404360/?ref_=sr_t_587,Orta Kafa Ask,20,20,
https://www.imdb.com/title/tt11056524/?ref_=sr_t_588,Besinci Boyut,,,
https://www.imdb.com/title/tt1807860/?ref_=sr_t_589,Yahsi Cazibe,93,93,
https://www.imdb.com/title/tt9355244/?ref_=sr_t_590,Çok Güzel Hareketler 2.Kusak,160,160,
https://www.imdb.com/title/tt15404408/?ref_=sr_t_591,Dayi Show,43,43,
https://www.imdb.com/title/tt6949478/?ref_=sr_t_592,Sevkat Yerimdar,22,22,
https://www.imdb.com/title/tt5910604/?ref_=sr_t_593,Hayat Sevince Güzel,15,,
https://www.imdb.com/title/tt7592152/?ref_=sr_t_594,Beyaz Yalan,6,,
https://www.imdb.com/title/tt13793502/?ref_=sr_t_595,Bonkis,15,,
https://www.imdb.com/title/tt0924171/?ref_=sr_t_596,Ezo Gelin,42,,
https://www.imdb.com/title/tt2239964/?ref_=sr_t_597,Acayip Hikayeler,11,,
https://www.imdb.com/title/tt0940634/?ref_=sr_t_598,Köprü,65,,
https://www.imdb.com/title/tt6710056/?ref_=sr_t_599,Umuda Kelepçe Vurulmaz,15,,
https://www.imdb.com/title/tt15747068/?ref_=sr_t_600,Türkiye'deki Seri Katiller,5,,
https://www.imdb.com/title/tt0872299/?ref_=sr_t_601,Ah Polis Olsam,9,,
https://www.imdb.com/title/tt2309099/?ref_=sr_t_602,Bir Zamanlar Osmanli: Kiyam,3,,
https://www.imdb.com/title/tt2363272/?ref_=sr_t_603,Krem,24,,
https://www.imdb.com/title/tt1104029/?ref_=sr_t_604,Dikkat Sahan Çikabilir,41,,
https://www.imdb.com/title/tt2650286/?ref_=sr_t_605,Sultan,20,,
https://www.imdb.com/title/tt13364024/?ref_=sr_t_606,Sihirli Annem,30,,
https://www.imdb.com/title/tt0448275/?ref_=sr_t_607,Besik Kertmesi,19,,
https://www.imdb.com/title/tt8737520/?ref_=sr_t_608,Her Sevda Bir Veda,4,,
https://www.imdb.com/title/tt12498170/?ref_=sr_t_609,Çati Kati Ask,16,16,
https://www.imdb.com/title/tt4518946/?ref_=sr_t_610,Asktan Kaçilmaz,11,,
https://www.imdb.com/title/tt8552288/?ref_=sr_t_611,Bir Deli Sevda,4,,
https://www.imdb.com/title/tt27032626/?ref_=sr_t_612,Sanzelize Dügün Salonu,8,,
https://www.imdb.com/title/tt9668756/?ref_=sr_t_613,Survivor: Turkey - Greece,110,110,
https://www.imdb.com/title/tt3296782/?ref_=sr_t_614,Ben de Özledim,13,,
https://www.imdb.com/title/tt7986292/?ref_=sr_t_615,Nuri,4,,
https://www.imdb.com/title/tt0426732/?ref_=sr_t_616,Kampüsistan,44,,
https://www.imdb.com/title/tt10855046/?ref_=sr_t_617,Sevdim Seni Bir Kere,86,,
https://www.imdb.com/title/tt14639598/?ref_=sr_t_618,Yalniz Kurt,32,,
https://www.imdb.com/title/tt12710192/?ref_=sr_t_619,Savasin Efsaneleri,34,,
https://www.imdb.com/title/tt2710838/?ref_=sr_t_620,Komedi Dükkani,43,43,
https://www.imdb.com/title/tt6456546/?ref_=sr_t_621,The Cheat,24,24,
https://www.imdb.com/title/tt2168318/?ref_=sr_t_622,Mavi Kelebekler,2,,
https://www.imdb.com/title/tt5165824/?ref_=sr_t_623,Benim Adim Gültepe,8,,
https://www.imdb.com/title/tt5303630/?ref_=sr_t_624,Göç Zamani,15,,
https://www.imdb.com/title/tt0991290/?ref_=sr_t_625,Elveda Derken,51,,
https://www.imdb.com/title/tt6369478/?ref_=sr_t_626,Ekip 1: Nizama Adanmis Ruhlar,121,,
https://www.imdb.com/title/tt23986392/?ref_=sr_t_627,Alev Alev,16,,
https://www.imdb.com/title/tt15471788/?ref_=sr_t_628,Sana Söz,7,,
https://www.imdb.com/title/tt15793068/?ref_=sr_t_629,Annemizi Saklarken,8,,
https://www.imdb.com/title/tt0448274/?ref_=sr_t_630,Berivan,3,,
https://www.imdb.com/title/tt25011148/?ref_=sr_t_631,Basim Belada,5,,
