Field1_links,Field2,Field3_text,Field3_links,Field4_text,Field4_links,Field5_text,Field5_links,Field6,Field7,Field8_text,Field8_links,Field9,Field10_text,Field10_links,Field11_text,Field11_links,Field12_text,Field12_links,Field13_text,Field13_links,Field14_text,Field14_links,Field15,Field16
https://www.imdb.com/title/tt13323566/?ref_=sr_t_1,Kus Uçusu,Birce Akalay,https://www.imdb.com/name/nm2595502/?ref_=tt_ov_st,Miray Daner,https://www.imdb.com/name/nm4788223/?ref_=tt_ov_st,Ibrahim Celikkol,https://www.imdb.com/name/nm2965591/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13323566/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt7920978/?ref_=sr_t_2,Sahsiyet,Haluk Bilginer,https://www.imdb.com/name/nm0082211/?ref_=tt_ov_st,Sebnem Bozoklu,https://www.imdb.com/name/nm3427444/?ref_=tt_ov_st,Recep Usta,https://www.imdb.com/name/nm9621861/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7920978/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt28334633/?ref_=sr_t_3,Yabani,Halit Özgür Sari,https://www.imdb.com/name/nm10321415/?ref_=tt_ov_st,Simay Barlas,https://www.imdb.com/name/nm8690064/?ref_=tt_ov_st,Yurdaer Okur,https://www.imdb.com/name/nm1938148/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt28334633/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21764804/?ref_=sr_t_4,Aile,Kivanç Tatlitug,https://www.imdb.com/name/nm1833525/?ref_=tt_ov_st,Serenay Sarikaya,https://www.imdb.com/name/nm3020763/?ref_=tt_ov_st,Nur Sürer,https://www.imdb.com/name/nm0845748/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21764804/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13675832/?ref_=sr_t_5,Gibi,Feyyaz Yigit,https://www.imdb.com/name/nm5831457/?ref_=tt_ov_st,Kivanç Kilinç,https://www.imdb.com/name/nm7946031/?ref_=tt_ov_st,Ahmet Kürsat Öçalan,https://www.imdb.com/name/nm7705136/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13675832/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt12439466/?ref_=sr_t_6,Sen Çal Kapimi,Hande Erçel,https://www.imdb.com/name/nm7495853/?ref_=tt_ov_st,Kerem Bürsin,https://www.imdb.com/name/nm2792064/?ref_=tt_ov_st,Evrim Dogan,https://www.imdb.com/name/nm6452822/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt12439466/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt7431994/?ref_=sr_t_7,Çukur,Aras Bulut Iynemli,https://www.imdb.com/name/nm4199420/?ref_=tt_ov_st,Erkan Kolçak Köstendil,https://www.imdb.com/name/nm5331335/?ref_=tt_ov_st,Riza Kocaoglu,https://www.imdb.com/name/nm1727502/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7431994/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21105088/?ref_=sr_t_8,Yali Çapkini,Afra Saraçoglu,https://www.imdb.com/name/nm8141944/?ref_=tt_ov_st,Mert Ramazan Demir,https://www.imdb.com/name/nm9455181/?ref_=tt_ov_st,Gülçin Santircioglu,https://www.imdb.com/name/nm2073078/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21105088/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt11093718/?ref_=sr_t_9,Kurulus: Osman,Mehmet Bozdag,https://www.imdb.com/name/nm7061821/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt11093718/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt15676170/?ref_=sr_t_10,Atatürk 1881 - 1919,Aras Bulut Iynemli,https://www.imdb.com/name/nm4199420/?ref_=tt_ov_st,Lidija Kordic,https://www.imdb.com/name/nm10274120/?ref_=tt_ov_st,Alican Barlas,https://www.imdb.com/name/nm7631423/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt15676170/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt12979628/?ref_=sr_t_11,Yargi,Kaan Urgancioglu,https://www.imdb.com/name/nm1284648/?ref_=tt_ov_st,Pinar Deniz,https://www.imdb.com/name/nm8496758/?ref_=tt_ov_st,Hüseyin Avni Danyal,https://www.imdb.com/name/nm1727134/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt12979628/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt15473010/?ref_=sr_t_12,Terzi,Onur Güvenatam,https://www.imdb.com/name/nm7487585/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt29258720/?ref_=sr_t_13,Hudutsuz Sevda,Deniz Can Aktas,https://www.imdb.com/name/nm7487583/?ref_=tt_ov_st,Miray Daner,https://www.imdb.com/name/nm4788223/?ref_=tt_ov_st,Esra Dermancioglu,https://www.imdb.com/name/nm3828934/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt29258720/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21764074/?ref_=sr_t_14,Kizilcik Serbeti,Baris Kilic,https://www.imdb.com/name/nm1727489/?ref_=tt_ov_st,Evrim Alasya,https://www.imdb.com/name/nm2142155/?ref_=tt_ov_st,Sila Turkoglu,https://www.imdb.com/name/nm10176695/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21764074/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21095396/?ref_=sr_t_15,Çekiç ve Gül: Bir Behzat Ç. Hikayesi,Erdal Besikçioglu,https://www.imdb.com/name/nm1698655/?ref_=tt_ov_st,Inanç Konukçu,https://www.imdb.com/name/nm4245708/?ref_=tt_ov_st,Berkan Sal,https://www.imdb.com/name/nm4246039/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21095396/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14753620/?ref_=sr_t_16,Ilk Ve Son,Özge Özpirinçci,https://www.imdb.com/name/nm3843449/?ref_=tt_ov_st,Salih Bademci,https://www.imdb.com/name/nm2456269/?ref_=tt_ov_st,Gulcin Kultur Sahin,https://www.imdb.com/name/nm9473365/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14753620/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt5133998/?ref_=sr_t_17,Kara Sevda,Burak Özçivit,https://www.imdb.com/name/nm2704629/?ref_=tt_ov_st,Neslihan Atagül,https://www.imdb.com/name/nm3744351/?ref_=tt_ov_st,Kaan Urgancioglu,https://www.imdb.com/name/nm1284648/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt5133998/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt7668518/?ref_=sr_t_18,The Protector,Binnur Karaevli,https://www.imdb.com/name/nm3569391/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt7668518/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt22727518/?ref_=sr_t_19,Bambaska Biri,Burak Deniz,https://www.imdb.com/name/nm6541188/?ref_=tt_ov_st,Hande Erçel,https://www.imdb.com/name/nm7495853/?ref_=tt_ov_st,Cem Davran,https://www.imdb.com/name/nm0205812/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt22727518/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt28334662/?ref_=sr_t_20,Kizil Goncalar,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt7550774/?ref_=sr_t_21,Siyah Beyaz Ask,Ibrahim Celikkol,https://www.imdb.com/name/nm2965591/?ref_=tt_ov_st,Birce Akalay,https://www.imdb.com/name/nm2595502/?ref_=tt_ov_st,Muhammet Uzuner,https://www.imdb.com/name/nm1959252/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7550774/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21874046/?ref_=sr_t_22,Adim Farah,Engin Akyürek,https://www.imdb.com/name/nm1778096/?ref_=tt_ov_st,Demet Özdemir,https://www.imdb.com/name/nm6122125/?ref_=tt_ov_st,Firat Tanis,https://www.imdb.com/name/nm1295127/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21874046/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1534360/?ref_=sr_t_23,Ezel,Kenan Imirzalioglu,https://www.imdb.com/name/nm1090070/?ref_=tt_ov_st,Cansu Dere,https://www.imdb.com/name/nm1754048/?ref_=tt_ov_st,Yigit Özsener,https://www.imdb.com/name/nm1625669/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1534360/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0421384/?ref_=sr_t_24,Kurtlar Vadisi,Necati Sasmaz,https://www.imdb.com/name/nm1699093/?ref_=tt_ov_st,Özgü Namal,https://www.imdb.com/name/nm1031569/?ref_=tt_ov_st,Gürkan Uygun,https://www.imdb.com/name/nm1699178/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0421384/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1286677/?ref_=sr_t_25,Ask-i Memnu,Beren Saat,https://www.imdb.com/name/nm1754321/?ref_=tt_ov_st,Kivanç Tatlitug,https://www.imdb.com/name/nm1833525/?ref_=tt_ov_st,Nebahat Çehre,https://www.imdb.com/name/nm0959872/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1286677/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4320258/?ref_=sr_t_26,Dirilis: Ertugrul,Mehmet Bozdag,https://www.imdb.com/name/nm7061821/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt4320258/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt14533970/?ref_=sr_t_27,Prens,Giray Altinok,https://www.imdb.com/name/nm6812436/?ref_=tt_ov_st,Derya Pinar Ak,https://www.imdb.com/name/nm10548930/?ref_=tt_ov_st,Çagdas Onur Öztürk,https://www.imdb.com/name/nm2899919/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14533970/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4787052/?ref_=sr_t_28,Kiralik Ask,Elçin Sangu,https://www.imdb.com/name/nm5724370/?ref_=tt_ov_st,Baris Arduç,https://www.imdb.com/name/nm6882090/?ref_=tt_ov_st,Salih Bademci,https://www.imdb.com/name/nm2456269/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4787052/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1795096/?ref_=sr_t_29,Behzat Ç.: Bir Ankara Polisiyesi,Erdal Besikçioglu,https://www.imdb.com/name/nm1698655/?ref_=tt_ov_st,Inanç Konukçu,https://www.imdb.com/name/nm4245708/?ref_=tt_ov_st,Ege Aydan,https://www.imdb.com/name/nm0043709/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1795096/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt30054237/?ref_=sr_t_30,Arak,Ilker Kaleli,https://www.imdb.com/name/nm4786389/?ref_=tt_ov_st,Öykü Karayel,https://www.imdb.com/name/nm4669219/?ref_=tt_ov_st,Demircan Kacel,https://www.imdb.com/name/nm10969615/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt30054237/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1831164/?ref_=sr_t_31,Leyla ile Mecnun,Ali Atay,https://www.imdb.com/name/nm1778124/?ref_=tt_ov_st,Serkan Keskin,https://www.imdb.com/name/nm1763577/?ref_=tt_ov_st,Osman Sonant,https://www.imdb.com/name/nm2183200/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1831164/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8478162/?ref_=sr_t_32,Erkenci Kus,Demet Özdemir,https://www.imdb.com/name/nm6122125/?ref_=tt_ov_st,Can Yaman,https://www.imdb.com/name/nm7097848/?ref_=tt_ov_st,Öznur Serçeler,https://www.imdb.com/name/nm6728387/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8478162/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt5175270/?ref_=sr_t_33,Eskiya Dünyaya Hükümdar Olmaz,Oktay Kaynarca,https://www.imdb.com/name/nm1030442/?ref_=tt_ov_st,Yunus Emre Yildirimer,https://www.imdb.com/name/nm5068051/?ref_=tt_ov_st,Ozan Akbaba,https://www.imdb.com/name/nm4373784/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt5175270/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13317582/?ref_=sr_t_34,Kulüp,Zeynep Gunay Tan,https://www.imdb.com/name/nm1367069/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt13317582/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt3565486/?ref_=sr_t_35,Kara Para Ask,Tuba Büyüküstün,https://www.imdb.com/name/nm1735048/?ref_=tt_ov_st,Engin Akyürek,https://www.imdb.com/name/nm1778096/?ref_=tt_ov_st,Burak Tamdogan,https://www.imdb.com/name/nm2387217/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt3565486/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt29926954/?ref_=sr_t_36,Sandik Kokusu,Özge Özpirinçci,https://www.imdb.com/name/nm3843449/?ref_=tt_ov_st,Demet Akbag,https://www.imdb.com/name/nm0015130/?ref_=tt_ov_st,Necip Memili,https://www.imdb.com/name/nm3784534/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt29926954/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4787028/?ref_=sr_t_37,Muhtesem Yüzyil: Kösem,Hakan Sahin,https://www.imdb.com/name/nm8818391/?ref_=tt_ov_st,Sener Savas,https://www.imdb.com/name/nm3282978/?ref_=tt_ov_st,Nurgül Yesilçay,https://www.imdb.com/name/nm0947721/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4787028/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt16913068/?ref_=sr_t_38,Sahmaran,Serenay Sarikaya,https://www.imdb.com/name/nm3020763/?ref_=tt_ov_st,Burak Deniz,https://www.imdb.com/name/nm6541188/?ref_=tt_ov_st,Mustafa Ugurlu,https://www.imdb.com/name/nm0880130/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt16913068/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21856856/?ref_=sr_t_39,Kudüs Fatihi Selahaddin Eyyubi,Ugur Günes,https://www.imdb.com/name/nm5890167/?ref_=tt_ov_st,Dilin Doger,https://www.imdb.com/name/nm12431539/?ref_=tt_ov_st,Mehmet Ali Nuroglu,https://www.imdb.com/name/nm1734873/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21856856/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt3052000/?ref_=sr_t_40,Günesi Beklerken,Kerem Bürsin,https://www.imdb.com/name/nm2792064/?ref_=tt_ov_st,Hande Dogandemir,https://www.imdb.com/name/nm5561251/?ref_=tt_ov_st,Yagmur Tanrisevsin,https://www.imdb.com/name/nm5796793/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt3052000/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1848220/?ref_=sr_t_41,Muhtesem Yüzyil,Halit Ergenç,https://www.imdb.com/name/nm1669979/?ref_=tt_ov_st,Nur Fettahoglu,https://www.imdb.com/name/nm3135911/?ref_=tt_ov_st,Selim Bayraktar,https://www.imdb.com/name/nm2515011/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1848220/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt6051216/?ref_=sr_t_42,Içerde,Çagatay Ulusoy,https://www.imdb.com/name/nm4293138/?ref_=tt_ov_st,Aras Bulut Iynemli,https://www.imdb.com/name/nm4199420/?ref_=tt_ov_st,Çetin Tekindor,https://www.imdb.com/name/nm1002038/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt6051216/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt9721776/?ref_=sr_t_43,Hercai,Akin Akinözü,https://www.imdb.com/name/nm8419929/?ref_=tt_ov_st,Ebru Sahin,https://www.imdb.com/name/nm9481019/?ref_=tt_ov_st,Ayda Aksel,https://www.imdb.com/name/nm1121807/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt9721776/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt16163746/?ref_=sr_t_44,Biz Kimden Kaçiyorduk Anne?,Melisa Sözen,https://www.imdb.com/name/nm1489950/?ref_=tt_ov_st,Eylül Tumbar,https://www.imdb.com/name/nm14516244/?ref_=tt_ov_st,Musa Uzunlar,https://www.imdb.com/name/nm2586722/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt16163746/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt6132720/?ref_=sr_t_45,Vatanim Sensin,Halit Ergenç,https://www.imdb.com/name/nm1669979/?ref_=tt_ov_st,Bergüzar Korel,https://www.imdb.com/name/nm1868654/?ref_=tt_ov_st,Boran Kuzum,https://www.imdb.com/name/nm7754257/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt6132720/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8045936/?ref_=sr_t_46,Yasak Elma,Sevval Sam,https://www.imdb.com/name/nm1008046/?ref_=tt_ov_st,Eda Ece,https://www.imdb.com/name/nm6102521/?ref_=tt_ov_st,Baris Aytac,https://www.imdb.com/name/nm6069034/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8045936/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14899624/?ref_=sr_t_47,Zeytin Agaci,Nuran Evren Sit,https://www.imdb.com/name/nm2898305/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt14899624/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt14344266/?ref_=sr_t_48,Ayak Isleri,Çaglar Çorumlu,https://www.imdb.com/name/nm2607253/?ref_=tt_ov_st,Güven Murat Akpinar,https://www.imdb.com/name/nm4937354/?ref_=tt_ov_st,Cagla Irmak,https://www.imdb.com/name/nm7686244/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14344266/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt28355499/?ref_=sr_t_49,Safir,Ilhan Sen,https://www.imdb.com/name/nm5050741/?ref_=tt_ov_st,Özge Yagiz,https://www.imdb.com/name/nm10497761/?ref_=tt_ov_st,Burak Berkay Akgül,https://www.imdb.com/name/nm11697997/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt28355499/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10516352/?ref_=sr_t_50,Ask 101,Meriç Acemi,https://www.imdb.com/name/nm1689260/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt1018501/?ref_=sr_t_51,Kurtlar Vadisi: Pusu,Necati Sasmaz,https://www.imdb.com/name/nm1699093/?ref_=tt_ov_st,Erhan Ufak,https://www.imdb.com/name/nm1773045/?ref_=tt_ov_st,Cahit Kayaoglu,https://www.imdb.com/name/nm6129439/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1018501/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt29626178/?ref_=sr_t_52,Sakla Beni,Uraz Kaygilaroglu,https://www.imdb.com/name/nm5663163/?ref_=tt_ov_st,Cemre Baysel,https://www.imdb.com/name/nm6881769/?ref_=tt_ov_st,Asude Kalebek,https://www.imdb.com/name/nm12956676/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt29626178/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt6724368/?ref_=sr_t_53,Fi,Ozan Güven,https://www.imdb.com/name/nm0349777/?ref_=tt_ov_st,Serenay Sarikaya,https://www.imdb.com/name/nm3020763/?ref_=tt_ov_st,Mehmet Günsür,https://www.imdb.com/name/nm0348347/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt6724368/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14779804/?ref_=sr_t_54,Destan,Ebru Sahin,https://www.imdb.com/name/nm9481019/?ref_=tt_ov_st,Edip Tepeli,https://www.imdb.com/name/nm3848698/?ref_=tt_ov_st,Selim Bayraktar,https://www.imdb.com/name/nm2515011/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14779804/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10841904/?ref_=sr_t_55,Aynen Aynen,Nilperi Sahinkaya,https://www.imdb.com/name/nm4225384/?ref_=tt_ov_st,Kerem Bürsin,https://www.imdb.com/name/nm2792064/?ref_=tt_ov_st,Uraz Kaygilaroglu,https://www.imdb.com/name/nm5663163/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10841904/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt28228754/?ref_=sr_t_56,Ya Çok Seversen,Kerem Bürsin,https://www.imdb.com/name/nm2792064/?ref_=tt_ov_st,Hafsanur Sancaktutan,https://www.imdb.com/name/nm10127943/?ref_=tt_ov_st,Hatice Aslan,https://www.imdb.com/name/nm1728214/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt28228754/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10723804/?ref_=sr_t_57,Mucize Doktor,Taner Ölmez,https://www.imdb.com/name/nm4068350/?ref_=tt_ov_st,Onur Tuna,https://www.imdb.com/name/nm6163029/?ref_=tt_ov_st,Sinem Ünsal,https://www.imdb.com/name/nm9504787/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10723804/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt26760483/?ref_=sr_t_58,Kübra,Çagatay Ulusoy,https://www.imdb.com/name/nm4293138/?ref_=tt_ov_st,Ahsen Eroglu,https://www.imdb.com/name/nm9451444/?ref_=tt_ov_st,Aslihan Malbora,https://www.imdb.com/name/nm9289453/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt26760483/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10075318/?ref_=sr_t_59,Atiye,Beren Saat,https://www.imdb.com/name/nm1754321/?ref_=tt_ov_st,Mehmet Günsür,https://www.imdb.com/name/nm0348347/?ref_=tt_ov_st,Melisa Senolsun,https://www.imdb.com/name/nm7487578/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10075318/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13322702/?ref_=sr_t_60,Son Yaz,Alperen Duymaz,https://www.imdb.com/name/nm7487581/?ref_=tt_ov_st,Ali Atay,https://www.imdb.com/name/nm1778124/?ref_=tt_ov_st,Hafsanur Sancaktutan,https://www.imdb.com/name/nm10127943/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13322702/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13317454/?ref_=sr_t_61,Yakamoz S-245,Kivanç Tatlitug,https://www.imdb.com/name/nm1833525/?ref_=tt_ov_st,Jerry Hoffmann,https://www.imdb.com/name/nm3768173/?ref_=tt_ov_st,Ecem Uzun,https://www.imdb.com/name/nm2516737/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13317454/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt9529500/?ref_=sr_t_62,Kuzgun,Baris Arduç,https://www.imdb.com/name/nm6882090/?ref_=tt_ov_st,Burcu Biricik,https://www.imdb.com/name/nm5545310/?ref_=tt_ov_st,Hatice Aslan,https://www.imdb.com/name/nm1728214/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt9529500/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14814006/?ref_=sr_t_63,Ask Mantik Intikam,Burcu Özberk,https://www.imdb.com/name/nm2265464/?ref_=tt_ov_st,Ilhan Sen,https://www.imdb.com/name/nm5050741/?ref_=tt_ov_st,Mehmet Korhan Firat,https://www.imdb.com/name/nm8521876/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14814006/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14183052/?ref_=sr_t_64,Dogu,Dogu Demirkol,https://www.imdb.com/name/nm9486622/?ref_=tt_ov_st,Evliya Aykan,https://www.imdb.com/name/nm9621301/?ref_=tt_ov_st,Banu Fotocan,https://www.imdb.com/name/nm3104867/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14183052/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt15087526/?ref_=sr_t_65,Alparslan: Büyük Selçuklu,Baris Arduç,https://www.imdb.com/name/nm6882090/?ref_=tt_ov_st,Aysegül Ünsal,https://www.imdb.com/name/nm1012577/?ref_=tt_ov_st,Kutay Sungar,https://www.imdb.com/name/nm9649782/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt15087526/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13550498/?ref_=sr_t_66,Kardeslerim,Celil Nalçakan,https://www.imdb.com/name/nm4115899/?ref_=tt_ov_st,Fadik Sevin Atasoy,https://www.imdb.com/name/nm1816903/?ref_=tt_ov_st,Simge Selçuk,https://www.imdb.com/name/nm1754337/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13550498/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
