Field1_links,Field2,Field3_text,Field3_links,Field4_text,Field4_links,Field5_text,Field5_links,Field6,Field7,Field8_text,Field8_links,Field9,Field10_text,Field10_links,Field11_text,Field11_links,Field12_text,Field12_links,Field13_text,Field13_links,Field14_text,Field14_links,Field15,Field16
https://www.imdb.com/title/tt7126348/?ref_=sr_t_309,Kalbim Ege'de Kaldi,Alper Saldiran,https://www.imdb.com/name/nm3482511/?ref_=tt_ov_st,Oya Unustasi,https://www.imdb.com/name/nm8410412/?ref_=tt_ov_st,Eren Hacisalihoglu,https://www.imdb.com/name/nm5068956/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7126348/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt19852660/?ref_=sr_t_310,Kiyma,Irfan Balli,https://www.imdb.com/name/nm9825227/?ref_=tt_ov_st,Salih Inci,https://www.imdb.com/name/nm9906864/?ref_=tt_ov_st,Cengiz Yurdutek,https://www.imdb.com/name/nm9824885/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19852660/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2543258/?ref_=sr_t_311,Subat,Onur Ünlü,https://www.imdb.com/name/nm1729447/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt2543258/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt7224572/?ref_=sr_t_312,Kanatsiz Kuslar,Melis Tüzüngüç,https://www.imdb.com/name/nm6218754/?ref_=tt_ov_st,Ümit Kantarcilar,https://www.imdb.com/name/nm6844214/?ref_=tt_ov_st,Ahmet Varli,https://www.imdb.com/name/nm3520517/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7224572/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0834039/?ref_=sr_t_313,Yalanci Yarim,Baris Akarsu,https://www.imdb.com/name/nm1815180/?ref_=tt_ov_st,Merve Sevi,https://www.imdb.com/name/nm1699576/?ref_=tt_ov_st,Bülent Kayabas,https://www.imdb.com/name/nm0443221/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0834039/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1755473/?ref_=sr_t_314,Küçük Sirlar,Sinem Kobal,https://www.imdb.com/name/nm1109740/?ref_=tt_ov_st,Burak Özçivit,https://www.imdb.com/name/nm2704629/?ref_=tt_ov_st,Merve Bolugur,https://www.imdb.com/name/nm2339019/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1755473/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1809413/?ref_=sr_t_315,1 Kadin 1 Erkek,Demet Evgar,https://www.imdb.com/name/nm1728411/?ref_=tt_ov_st,Emre Karayel,https://www.imdb.com/name/nm1715086/?ref_=tt_ov_st,Deniz Degirmenci,https://www.imdb.com/name/nm7507050/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1809413/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8960548/?ref_=sr_t_316,O Ses Türkiye,Acun Ilicali,https://www.imdb.com/name/nm1727403/?ref_=tt_ov_st,Hadise,https://www.imdb.com/name/nm1943002/?ref_=tt_ov_st,Murat Boz,https://www.imdb.com/name/nm3003143/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8960548/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4830796/?ref_=sr_t_317,Küçük Gelin,Çagla Simsek,https://www.imdb.com/name/nm2608125/?ref_=tt_ov_st,Ufuk Sen,https://www.imdb.com/name/nm5546406/?ref_=tt_ov_st,Ali Çakalgöz,https://www.imdb.com/name/nm2700302/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4830796/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8315348/?ref_=sr_t_318,4N1K,Gözde Mutluer,https://www.imdb.com/name/nm4679469/?ref_=tt_ov_st,Burak Yörük,https://www.imdb.com/name/nm1759788/?ref_=tt_ov_st,Sina Ozer,https://www.imdb.com/name/nm8892745/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8315348/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt7286962/?ref_=sr_t_319,Isimsizler,Ugur Günes,https://www.imdb.com/name/nm5890167/?ref_=tt_ov_st,Bülent Alkis,https://www.imdb.com/name/nm1734602/?ref_=tt_ov_st,Cagkan Culha,https://www.imdb.com/name/nm2350022/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7286962/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt19394340/?ref_=sr_t_320,Iyilik,Hatice Sendil,https://www.imdb.com/name/nm1847357/?ref_=tt_ov_st,Ismail Demirci,https://www.imdb.com/name/nm6806343/?ref_=tt_ov_st,Sera Kutlubey,https://www.imdb.com/name/nm9619191/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19394340/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt5302120/?ref_=sr_t_321,Hayat Sarkisi,Birkan Sokullu,https://www.imdb.com/name/nm3121148/?ref_=tt_ov_st,Burcu Biricik,https://www.imdb.com/name/nm5545310/?ref_=tt_ov_st,Tayanç Ayaydin,https://www.imdb.com/name/nm1784225/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt5302120/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2311418/?ref_=sr_t_322,Isler Güçler,Murat Cemcir,https://www.imdb.com/name/nm2139257/?ref_=tt_ov_st,Ahmet Kural,https://www.imdb.com/name/nm2899002/?ref_=tt_ov_st,Sadi Celil Cengiz,https://www.imdb.com/name/nm4873935/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt2311418/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt14486722/?ref_=sr_t_323,Andropoz,Engin Günaydin,https://www.imdb.com/name/nm1085525/?ref_=tt_ov_st,Tamer Karadagli,https://www.imdb.com/name/nm1499518/?ref_=tt_ov_st,Derya Karadas,https://www.imdb.com/name/nm7621988/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt14486722/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt12687036/?ref_=sr_t_324,Kirmizi Oda,Gülseren Budayicioglu,https://www.imdb.com/name/nm9949169/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt12687036/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt8019142/?ref_=sr_t_325,Gülümse Yeter,Erdal Özyagcilar,https://www.imdb.com/name/nm0654874/?ref_=tt_ov_st,Asli Bekiroglu,https://www.imdb.com/name/nm7465536/?ref_=tt_ov_st,Yilmaz Kunt,https://www.imdb.com/name/nm9635117/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8019142/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10377430/?ref_=sr_t_326,Kimse Bilmez,Keremcem,https://www.imdb.com/name/nm1967434/?ref_=tt_ov_st,Özgü Kaya,https://www.imdb.com/name/nm9556265/?ref_=tt_ov_st,Burak Serdar Sanal,https://www.imdb.com/name/nm6812437/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10377430/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt22727856/?ref_=sr_t_327,Taçsiz Prenses,Elif Kurtuaran,https://www.imdb.com/name/nm12314192/?ref_=tt_ov_st,Merve Sen,https://www.imdb.com/name/nm6708266/?ref_=tt_ov_st,Feride Çetin,https://www.imdb.com/name/nm1699652/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt22727856/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0346211/?ref_=sr_t_328,Bir Demet Tiyatro,Yilmaz Erdogan,https://www.imdb.com/name/nm0258784/?ref_=tt_ov_st,Demet Akbag,https://www.imdb.com/name/nm0015130/?ref_=tt_ov_st,Suat Sungur,https://www.imdb.com/name/nm1302612/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0346211/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt12872866/?ref_=sr_t_329,Seref Sözü,Tolgahan Sayisman,https://www.imdb.com/name/nm2277045/?ref_=tt_ov_st,Sude Zulal Güler,https://www.imdb.com/name/nm8243370/?ref_=tt_ov_st,Hülya Darcan,https://www.imdb.com/name/nm0201000/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt12872866/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt5988466/?ref_=sr_t_330,Bana Sevmeyi Anlat,Kadir Dogulu,https://www.imdb.com/name/nm4146405/?ref_=tt_ov_st,Seda Bakan,https://www.imdb.com/name/nm2704055/?ref_=tt_ov_st,Mustafa Üstündag,https://www.imdb.com/name/nm1759827/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt5988466/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt9529618/?ref_=sr_t_331,Kardes Çocuklari,Mehmet Aslantug,https://www.imdb.com/name/nm0039530/?ref_=tt_ov_st,Ayça Bingöl,https://www.imdb.com/name/nm1742715/?ref_=tt_ov_st,Nur Fettahoglu,https://www.imdb.com/name/nm3135911/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt9529618/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt13726244/?ref_=sr_t_332,Masumiyet,Deniz Çakir,https://www.imdb.com/name/nm1843960/?ref_=tt_ov_st,Mehmet Aslantug,https://www.imdb.com/name/nm0039530/?ref_=tt_ov_st,Hülya Avsar,https://www.imdb.com/name/nm0043362/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt13726244/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt5843858/?ref_=sr_t_333,Kertenkele,Hasan Burak Kayaci,https://www.imdb.com/name/nm9486797/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt10476544/?ref_=sr_t_334,Sampiyon,Tolgahan Sayisman,https://www.imdb.com/name/nm2277045/?ref_=tt_ov_st,Yildiz Çagri Atiksoy,https://www.imdb.com/name/nm2899031/?ref_=tt_ov_st,Erkan Avci,https://www.imdb.com/name/nm4275268/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10476544/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt19394330/?ref_=sr_t_335,Hicran,Berk Bakioglu,https://www.imdb.com/name/nm10934993/?ref_=tt_ov_st,Yagmur Çokgenç,https://www.imdb.com/name/nm9790593/?ref_=tt_ov_st,Yasar Üzer,https://www.imdb.com/name/nm1861741/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19394330/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4556772/?ref_=sr_t_336,Maral,Aras Bulut Iynemli,https://www.imdb.com/name/nm4199420/?ref_=tt_ov_st,Hazal Kaya,https://www.imdb.com/name/nm2700631/?ref_=tt_ov_st,Reha Özcan,https://www.imdb.com/name/nm1970866/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4556772/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0878797/?ref_=sr_t_337,Hatirla Sevgili,Cansel Elcin,https://www.imdb.com/name/nm0253024/?ref_=tt_ov_st,Beren Saat,https://www.imdb.com/name/nm1754321/?ref_=tt_ov_st,Okan Yalabik,https://www.imdb.com/name/nm1204652/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0878797/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0424754/?ref_=sr_t_338,Çemberimde Gül Oya,Çagan Irmak,https://www.imdb.com/name/nm1463981/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt10689840/?ref_=sr_t_339,Ask Aglatir,Deniz Can Aktas,https://www.imdb.com/name/nm7487583/?ref_=tt_ov_st,Hafsanur Sancaktutan,https://www.imdb.com/name/nm10127943/?ref_=tt_ov_st,Yagiz Can Konyali,https://www.imdb.com/name/nm6176282/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10689840/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21345412/?ref_=sr_t_340,Bir Fetih Ülküsü Kizilelma,Miraç Sözer,https://www.imdb.com/name/nm9771599/?ref_=tt_ov_st,Larissa Lara Türközer,https://www.imdb.com/name/nm15049060/?ref_=tt_ov_st,Ali Karadagli,https://www.imdb.com/name/nm15067022/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21345412/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt19850916/?ref_=sr_t_341,Gül Masali,Gülper Özdemir,https://www.imdb.com/name/nm8379527/?ref_=tt_ov_st,Erdem Kaynarca,https://www.imdb.com/name/nm9214167/?ref_=tt_ov_st,Zehra Yilmaz,https://www.imdb.com/name/nm8384644/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19850916/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2013403/?ref_=sr_t_342,Dinle Sevgili,Ayça Aysin Turan,https://www.imdb.com/name/nm5645823/?ref_=tt_ov_st,Cem Kiliç,https://www.imdb.com/name/nm1487121/?ref_=tt_ov_st,Ecem Karavus,https://www.imdb.com/name/nm4598216/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt2013403/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt10850402/?ref_=sr_t_343,Çocuk,Nazan Kesal,https://www.imdb.com/name/nm0456400/?ref_=tt_ov_st,Ismail Hacioglu,https://www.imdb.com/name/nm1385304/?ref_=tt_ov_st,Serhat Teoman,https://www.imdb.com/name/nm4121118/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt10850402/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2575740/?ref_=sr_t_344,Intikam,Mike Kelley,https://www.imdb.com/name/nm0445958/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt2575740/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt5988408/?ref_=sr_t_345,Rüzgarin Kalbi,Burak Serdar Sanal,https://www.imdb.com/name/nm6812437/?ref_=tt_ov_st,Deniz Baysal,https://www.imdb.com/name/nm4335569/?ref_=tt_ov_st,Cezmi Baskin,https://www.imdb.com/name/nm0059941/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt5988408/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt9808672/?ref_=sr_t_346,Bir Aile Hikayesi,Songül Öden,https://www.imdb.com/name/nm1438258/?ref_=tt_ov_st,Birkan Sokullu,https://www.imdb.com/name/nm3121148/?ref_=tt_ov_st,Celil Nalçakan,https://www.imdb.com/name/nm4115899/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt9808672/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0953931/?ref_=sr_t_347,Doktorlar,Kutsi,https://www.imdb.com/name/nm2534730/?ref_=tt_ov_st,Melike Güner,https://www.imdb.com/name/nm1699370/?ref_=tt_ov_st,Umut Tabak,https://www.imdb.com/name/nm3737815/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0953931/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt7107226/?ref_=sr_t_348,Dayan Yüregim,Ece Uslu,https://www.imdb.com/name/nm1699619/?ref_=tt_ov_st,Cansel Elcin,https://www.imdb.com/name/nm0253024/?ref_=tt_ov_st,Nilay Deniz,https://www.imdb.com/name/nm6895879/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt7107226/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt9668756/?ref_=sr_t_349,Survivor: Turkey - Greece,Acun Ilicali,https://www.imdb.com/name/nm1727403/?ref_=tt_ov_st,Yusuf Karakaya,https://www.imdb.com/name/nm10444986/?ref_=tt_ov_st,Seda Ocak,https://www.imdb.com/name/nm10444991/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt9668756/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8295372/?ref_=sr_t_350,Bir Deli Rüzgar,Pinar Deniz,https://www.imdb.com/name/nm8496758/?ref_=tt_ov_st,Berk Cankat,https://www.imdb.com/name/nm6122128/?ref_=tt_ov_st,Almila Ada,https://www.imdb.com/name/nm8793241/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8295372/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt3809284/?ref_=sr_t_351,Altindagli,David Chase,https://www.imdb.com/name/nm0153740/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt4833638/?ref_=sr_t_352,Yunus Emre: Askin Yolculugu,Mehmet Bozdag,https://www.imdb.com/name/nm7061821/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt4833638/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt1289683/?ref_=sr_t_353,Arka Siradakiler,Birol Güven,https://www.imdb.com/name/nm1628284/?ref_=tt_ov_wr,,,,,,,,,,,https://www.imdb.com/title/tt1289683/fullcredits/writer?ref_=tt_ov_wr_sm,,,,,,,,,,
https://www.imdb.com/title/tt19394290/?ref_=sr_t_354,Sevmek Zamani,Ilhan Sen,https://www.imdb.com/name/nm5050741/?ref_=tt_ov_st,Deniz Isin,https://www.imdb.com/name/nm10688018/?ref_=tt_ov_st,Toprak Can Adigüzel,https://www.imdb.com/name/nm11805989/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19394290/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0302199/?ref_=sr_t_355,Tatli Hayat,Türkan Soray,https://www.imdb.com/name/nm0814734/?ref_=tt_ov_st,Haluk Bilginer,https://www.imdb.com/name/nm0082211/?ref_=tt_ov_st,Çolpan Ilhan,https://www.imdb.com/name/nm0407649/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0302199/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21268600/?ref_=sr_t_356,Modern Dogu Masallari,Feyyaz Duman,https://www.imdb.com/name/nm1076451/?ref_=tt_ov_st,Semih Ertürk,https://www.imdb.com/name/nm9556266/?ref_=tt_ov_st,Mehmet Atay,https://www.imdb.com/name/nm1438286/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21268600/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt15443084/?ref_=sr_t_357,Misafir,Hazal Kaya,https://www.imdb.com/name/nm2700631/?ref_=tt_ov_st,Bugra Gülsoy,https://www.imdb.com/name/nm2744078/?ref_=tt_ov_st,Ozan Dolunay,https://www.imdb.com/name/nm7487579/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt15443084/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2509222/?ref_=sr_t_358,Iffet,Zülküf Yücel,https://www.imdb.com/name/nm1729438/?ref_=tt_ov_wr,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt19759234/?ref_=sr_t_359,Tozluyaka,Dolunay Soysert,https://www.imdb.com/name/nm1460227/?ref_=tt_ov_st,Emre Kinay,https://www.imdb.com/name/nm1001195/?ref_=tt_ov_st,Tayanç Ayaydin,https://www.imdb.com/name/nm1784225/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19759234/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1188648/?ref_=sr_t_360,Tek Türkiye,Ergun Kuyucu,https://www.imdb.com/name/nm3372702/?ref_=tt_ov_st,Ozan Çobanoglu,https://www.imdb.com/name/nm2930429/?ref_=tt_ov_st,Süleyman Karadag,https://www.imdb.com/name/nm2929886/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1188648/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8320388/?ref_=sr_t_361,Kirlangiç Firtinasi,Ekin Mert Daymaz,https://www.imdb.com/name/nm7487476/?ref_=tt_ov_st,Fikret Kuskan,https://www.imdb.com/name/nm0476334/?ref_=tt_ov_st,Emel Çölgeçen,https://www.imdb.com/name/nm1017795/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8320388/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt21385714/?ref_=sr_t_362,Darmaduman,Mert Yazicioglu,https://www.imdb.com/name/nm5465752/?ref_=tt_ov_st,Hafsanur Sancaktutan,https://www.imdb.com/name/nm10127943/?ref_=tt_ov_st,Aslihan Malbora,https://www.imdb.com/name/nm9289453/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt21385714/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt30025590/?ref_=sr_t_363,Kod Adi Kirlangic,Ali Kayra Gürel,https://www.imdb.com/name/nm15492136/?ref_=tt_ov_st,Elif Kurtuaran,https://www.imdb.com/name/nm12314192/?ref_=tt_ov_st,Göktug Yildirim,https://www.imdb.com/name/nm11098963/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt30025590/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt2168318/?ref_=sr_t_364,Mavi Kelebekler,Onur Azad Yilmaz,https://www.imdb.com/name/nm9623216/?ref_=tt_ov_st,Sadettin Kanpalta,https://www.imdb.com/name/nm8350209/?ref_=tt_ov_st,Aylin Arasil,https://www.imdb.com/name/nm1855685/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt2168318/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt15192718/?ref_=sr_t_365,Elbet Bir Gün,Burak Yamantürk,https://www.imdb.com/name/nm5741358/?ref_=tt_ov_st,Helin Kandemir,https://www.imdb.com/name/nm10150207/?ref_=tt_ov_st,Sinem Ünsal,https://www.imdb.com/name/nm9504787/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt15192718/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt16259110/?ref_=sr_t_366,Son Nefesime Kadar,Nurgül Yesilçay,https://www.imdb.com/name/nm0947721/?ref_=tt_ov_st,Emre Kinay,https://www.imdb.com/name/nm1001195/?ref_=tt_ov_st,Begüm Birgören,https://www.imdb.com/name/nm1855748/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt16259110/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt19246582/?ref_=sr_t_367,Gecenin Ucunda,Neslihan Atagül,https://www.imdb.com/name/nm3744351/?ref_=tt_ov_st,Kadir Dogulu,https://www.imdb.com/name/nm4146405/?ref_=tt_ov_st,Sarp Levendoglu,https://www.imdb.com/name/nm1778598/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt19246582/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt8495684/?ref_=sr_t_368,Beni Birakma,Sebnem Gürsoy Talay,https://www.imdb.com/name/nm1779693/?ref_=tt_ov_st,Berkay Veli,https://www.imdb.com/name/nm9784438/?ref_=tt_ov_st,Emrah Akduman,https://www.imdb.com/name/nm2501981/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt8495684/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt23459414/?ref_=sr_t_369,Sebeke,Furkan Palali,https://www.imdb.com/name/nm5147887/?ref_=tt_ov_st,Pelin Karahan,https://www.imdb.com/name/nm2661924/?ref_=tt_ov_st,Eren Hacisalihoglu,https://www.imdb.com/name/nm5068956/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt23459414/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt0487326/?ref_=sr_t_370,Yine de Asigim,Haluk Bilginer,https://www.imdb.com/name/nm0082211/?ref_=tt_ov_st,Sevval Sam,https://www.imdb.com/name/nm1008046/?ref_=tt_ov_st,Dolunay Soysert,https://www.imdb.com/name/nm1460227/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt0487326/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4574508/?ref_=sr_t_371,Mutlu Ol Yeter,Ali Atay,https://www.imdb.com/name/nm1778124/?ref_=tt_ov_st,Asli Enver,https://www.imdb.com/name/nm2664819/?ref_=tt_ov_st,Ertan Saban,https://www.imdb.com/name/nm1249031/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4574508/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt4075092/?ref_=sr_t_372,Reaksiyon,Ibrahim Celikkol,https://www.imdb.com/name/nm2965591/?ref_=tt_ov_st,Selen Soyder,https://www.imdb.com/name/nm4203692/?ref_=tt_ov_st,Erdal Besikçioglu,https://www.imdb.com/name/nm1698655/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt4075092/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt1468453/?ref_=sr_t_373,Çok Güzel Hareketler Bunlar,Aysegül Akdemir,https://www.imdb.com/name/nm3533327/?ref_=tt_ov_st,Gülsüm Alkan,https://www.imdb.com/name/nm3534043/?ref_=tt_ov_st,Beyaz,https://www.imdb.com/name/nm0079876/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt1468453/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
https://www.imdb.com/title/tt3958892/?ref_=sr_t_374,Kocamin Ailesi,Gökhan Alkan,https://www.imdb.com/name/nm6348059/?ref_=tt_ov_st,Aysenil Samlioglu,https://www.imdb.com/name/nm1059360/?ref_=tt_ov_st,Erman Okay,https://www.imdb.com/name/nm0645551/?ref_=tt_ov_st,,,,,,,https://www.imdb.com/title/tt3958892/fullcredits/cast?ref_=tt_ov_st_sm,,,,,,,,,,
