,Unnamed: 0,Name,Years,Age,Duration,Rating,VoteCount,Summary,Review_Count,Seasons,Star1,Star2,Star3,EpisodeCount,baslangic,isFinal,Sınıf,EpsPerSeason,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Game-Show,History,Music,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,others,HasLove,HasFamily,HasIstanbul,Basrol_Class1,Basrol_Class2,Basrol_Class3,Basrol_Class4
1383,1428,Kezban Yenge,2005–2006,7.0,83.0,6.1,27000.0,Unknown,2.0,2.0,Okan Bayülgen,Kaan Sariaydin,Hamza Yardimcioglu,13.0,2005,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,1429,Ibo Show,1993–2011,7.0,83.0,5.2,79000.0,Music show of Ibrahim Tatlises and his guests.,1.0,2.0,Okan Bayülgen,Gökhan Ahi,Haktan Aktogan,42.0,1993,1,2,21.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,1430,Sih Senem,2003,7.0,83.0,6.3,16000.0,Unknown,4.0,2.0,Emre Yesiloz,Feyza Özgür,Mustafa Mesut Baskir,22.0,2003,0,2,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,1431,Pqueen,2017– ,7.0,83.0,8.7,513749.99999999977,"While Pelin tries to broadcast, Mia tries to take over the broadcast. Who is the real queen?",1.0,4.5,Arif Selçuk,Serhat Tutumluer,Basak Köklükaya,1.0,2017,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1387,1432,Dostlar Duragi,2017,7.0,83.0,1.6,30000.0,"A neighborhood of warm, interconnected, loving people. Gossip hairdresser, angry butcher, teenage taxicabs, mischievous children, whatever. Metin and Cetin are both love and conflict-filled stories that make cab drivers who are two brothers in black and white.",2.0,2.0,Ismail Demirci,Daria Gz,Fulya Zenginer,13.0,2017,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1388,1433,Canisi,1997–1998,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Canan Akgül,Ceyda Ates,Günyol Bakoglu,13.0,1997,1,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,1434,Zeliha'nin Gözleri,2007,7.0,83.0,5.8,27000.0,Unknown,2.5,3.0,Baris Akkoyun,Çerkez Aslan,Gökhan Atalay,15.0,2007,0,3,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,1436,Çakallarin Izinde,1996,7.0,83.0,6.4,49000.0,Unknown,10.5,2.0,Mine Tugay,Cansu Kurgun,,13.0,1996,0,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,1437,Kökler,2022– ,7.0,83.0,6.8,26500.0,Unknown,1.0,2.0,Ömercan Güldal,Can Türkdogan,Baris Kiralioglu,75.0,2022,0,2,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,1438,Aninda Görüntü Show,2008–2009,7.0,83.0,6.0,35000.0,Unknown,2.0,2.0,Tuba Ünsal,Filiz Ahmet,Özgürcan Cevik,1.0,2008,1,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,1439,Duraktan Duraga,2021,7.0,83.0,5.0,20000.0,Unknown,1.0,2.0,Hasan Kaçan,Levent Beceren,Fatih Kaçan,1.0,2021,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,1440,Intizar,1997,7.0,83.0,2.2,26000.0,Unknown,4.0,2.0,Gülcan Arslan,Hande Dogandemir,Nihat Altinkaya,10.0,1997,0,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,1442,%100 Futbol,2005– ,7.0,83.0,4.5,12000.0,Unknown,0.0,2.0,Ilker Canikligil,Veysi Sala,Nazim Yilmaz,13.0,2005,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1396,1444,The Gravity of the Mind,2017,7.0,83.0,6.4,49000.0,Unknown,10.5,2.0,Özgür Meric,,,3.0,2017,0,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1445,Yumurcaklar Kampi,2005,7.0,83.0,3.4,17000.0,Unknown,2.0,2.0,Okan Bayülgen,,,4.0,2005,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,1446,Kur'an-i Kerim'i Güzel Okuma Yarismasi,2017,7.0,83.0,6.4,8000.0,Unknown,1.0,2.0,,,,13.0,2017,0,2,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,1448,Son Tercih,2007,7.0,83.0,5.05,33000.0,Unknown,4.0,2.0,,,,13.0,2007,0,2,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1400,1449,Kiz Annesi,2011,7.0,83.0,5.05,33000.0,Unknown,4.0,2.0,Hande Ataizi,Yigit Özsener,Hümeyra,13.0,2011,0,2,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1401,1450,Tanri Misafiri,1993,7.0,83.0,5.1,21000.0,Unknown,4.0,2.0,Ersin Korkut,Okan Çabalar,Enis Arikan,5.0,1993,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1451,Aile Isi,2016,7.0,83.0,5.7,58500.0,Unknown,2.0,2.0,Gülben Ergen,Kadir Inanir,Ekrem Bora,13.0,2016,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,1452,Yildizlar Savasi,2007,7.0,83.0,1.1,262000.0,Unknown,2.0,2.0,Ayçin Inci,Ilker Aksum,Bülent Seyran,4.0,2007,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1404,1453,Siki Dostlar,2009,7.0,83.0,6.0,81000.0,Unknown,2.0,2.0,Umit Isin,,,44.0,2009,0,2,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1454,Evlerden Biri,2012,7.0,83.0,4.7,61000.0,"When a mother-daughter moves into the opposite house of a family living with their own problems, the men of the family think the same thing. The tension begins.",4.0,2.0,Bige Önal,Müjde Uzman,Necati Sasmaz,1.0,2012,0,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1406,1455,Kilibiklar Mahallesi,1997,7.0,83.0,5.7,58500.0,Unknown,2.0,2.0,Özge Özberk,Ugur Polat,Ismail Hacioglu,4.0,1997,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1407,1456,Seker Fareler,2023– ,7.0,83.0,6.2,30000.0,Unknown,2.0,3.0,Enes Batur,Halil Ibrahim Göker,Baturay Anar,9.0,2023,0,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1408,1458,Dede Korkut,2012,7.0,83.0,6.2,30000.0,Unknown,2.0,3.0,Dilek Kaya,Gözde Kansu,Tugba Özay,1.0,2012,0,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1409,1459,12 Mart: Ihtilalin Pencesinde Demokrasi,1994,7.0,83.0,8.9,239000.0,"The documentary about the 27 May and 12 March period was prepared by Mehmet Ali Birand, Can Dundar and Bulent Capli. It consists of 10 parts.",1.0,2.0,Buket Yanmaz,Ali Riza Kubilay,Seda Fettahoglu,9.0,1994,0,2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,1460,Ödünç Hayat,2005,7.0,83.0,5.4,39000.0,Unknown,4.0,2.0,Fenia Vardanis,,,13.0,2005,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,1462,Ipsiz Recep,2008–2009,7.0,83.0,5.2,29000.0,"The story of the War of Independence fighter, Ipsiz Recep.",4.0,2.0,Nazli Tolga,Gülbin Tosun,,13.0,2008,1,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1463,Acun Firarda,2002–2006,7.0,83.0,4.9,36000.0,Unknown,1.0,2.0,,,,13.0,2002,1,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,1464,Dicle,2007,7.0,83.0,2.8,14000.0,Unknown,4.0,2.0,Gene Keller,Lisa Michelle Axelrod,Hakan Yildiz,5.0,2007,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,1465,Nasi Yani?,2009–2010,7.0,83.0,7.0,23000.0,Unknown,1.0,4.0,Fatih Altayli,Murat Bardakci,Celal Sengör,35.0,2009,1,3,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1415,1466,Sudan Bikmis Baliklar,2012,7.0,83.0,5.5,40000.0,"Youth means living the purest of freedom, hope and love. They just wanted to experience this.",4.0,2.0,Mehmet Gürs,Zafer Yenal,Mehmet Tekinel,33.0,2012,0,2,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1416,1467,Ozalli Yillar,2000–2001,7.0,83.0,7.7,148000.0,The period from the appointment of Turgut Özal to the prime minister's undersecretary before the September 12 Coup until his death is described.,1.0,2.0,,,,4.0,2000,1,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,1468,Tek Basina,2010–2014,7.0,83.0,6.8,26500.0,Unknown,1.0,2.0,,,,17.0,2010,1,2,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1469,Uzak Ara Eglence,2020,7.0,83.0,6.3,18000.0,Unknown,2.0,2.0,Seda Bakan,Devrim Nas,Gamze Karaman,6.0,2020,0,2,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1470,Sebeke,2012–2013,7.0,83.0,5.1,10000.0,Unknown,2.0,2.0,Can Sungur,Uzay Zuhal,,13.0,2012,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1471,Fedai,2007,7.0,83.0,1.9,50000.0,Unknown,4.0,2.0,Salih Kalyon,Feridun Karakaya,Gönen Bozbey,4.0,2007,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1421,1472,Süper Matrak,2013,7.0,83.0,3.7,7000.0,"A bunch of funny videos are shown by the show hosts Serkan Tinmaz and Can Yilmaz. During the video intermissions, they banter with each other.",2.0,2.0,Bülent Inal,Erdem Eksioglu,Korkmaz Polat,22.0,2013,0,2,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1473,Görev Pesinde - Der Auftrag,2009,7.0,83.0,4.4,9000.0,Unknown,10.5,2.0,Mehmet Ali Erbil,Tolga Üstün,,13.0,2009,0,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1423,1474,Oglum Için,2007,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,,,,13.0,2007,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,1475,Son Aga,2008,7.0,83.0,4.3,68000.0,"The fate of Salim Aga, the last representative of the Bagcioglu dynasty in the Cappadocia region for seven generations, is suddenly interrupted by the untimely death of his older brother.",2.0,2.0,Saadet Aksoy,Ludwig van Beethoven,Moustapha Akkad,73.0,2008,0,2,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,1476,Exatlon Cup,2019,7.0,83.0,5.1,35000.0,"Countries face each other with the objective of winning duels and scoring points in circuits that test power, sports and motor skills, which leads to the main objective: to be the champion of the Exatlon Cup.",1.0,2.0,Tomris Oguzalp,Esmeray,Kenan Pars,101.0,2019,0,2,45.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,1477,Esnaf,2022– ,7.0,83.0,6.4,16000.0,Unknown,1.0,2.0,Ayda Aksel,Arzu Gamze Kilinç,Mazhar Alanson,16.0,2022,0,2,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1427,1478,Kobra Show,2013,7.0,83.0,5.65,50500.0,Unknown,1.0,2.0,Tonguç Nacar,Aydan Onder,Melike Emiroglu,101.0,2013,0,2,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,1479,Can't Run from Love,2014,7.0,83.0,6.6,26000.0,Unknown,4.0,2.0,Leyla Göksun,Koray Kadiraga,Arda Kural,13.0,2014,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,1480,Karinca Yuvasi,2006,7.0,83.0,5.4,60000.0,Unknown,2.0,2.0,Zeynep Bastik,Hazal Kaya,Hazar Ergüçlü,10.0,2006,0,2,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,1481,Sular Durulmuyor,2004,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,,,,4.0,2004,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,1482,Çok Aramizda,2018,7.0,83.0,5.9,33000.0,Unknown,2.0,2.0,,,,59.0,2018,0,2,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,1483,Nükhet Duru ile Pazar Keyfi,2010,7.0,83.0,7.0,23000.0,Unknown,1.0,4.0,Jess Molho,Merve Kösoglu,Alperen Yilmaz,10.0,2010,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1433,1484,Kismet Sov,2019,7.0,83.0,5.7,58500.0,Unknown,2.0,2.0,Yunus Bülbül,Sezer Güvenirgil,Kadir Savun,13.0,2019,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,1485,Survivor Ekstra,2016– ,7.0,83.0,4.0,10000.0,Unknown,1.0,2.0,Özhan Carda,Deniz Gökçer,Taylan Güner,13.0,2016,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,1486,Karimin Dedigi Dedik Caldigi Kontrbas,2011,7.0,83.0,5.7,58500.0,Unknown,2.0,2.0,,,,13.0,2011,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,1487,Demirkol'un Galaxy rehberi,2022– ,7.0,83.0,5.9,27500.0,Unknown,0.0,2.0,Taylan Ozgur Tan,Utku Kaya,Neslihan Elli,1.0,2022,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1437,1488,Zahide Yetis ile Mutfak Bahane,2021– ,7.0,83.0,5.1,35000.0,Unknown,1.0,2.0,,,,13.0,2021,0,2,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,1489,Cengiz Özdemir & Ozan Sagsöz ile Kültür & Tarih Sohbetleri,2015,7.0,83.0,7.2,65000.0,Unknown,3.0,2.0,,,,13.0,2015,0,2,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1439,1490,MasterChef Türkiye,2011–2013,7.0,83.0,3.3,12000.0,Unknown,1.0,2.0,Gizem Akdag,Yasemin Aydan,Nesil Dinçelmas,13.0,2011,1,2,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,1491,Arkadas Canlisi,2022– ,7.0,83.0,5.0,55000.0,Unknown,1.0,2.0,Nevzat Sayin,,,13.0,2022,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,1493,Kaçis Plani,1999–2000,7.0,83.0,6.8,26500.0,Unknown,1.0,2.0,Asli Ozmel,Anil Çelik,Boglarka Csösz,10.0,1999,1,2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,1494,Yalanci Romantik,2008–2010,7.0,83.0,6.0,74000.0,A husband who has issues being romantic which causes madness of his wife.,2.0,2.0,Eda Özyurt,Tuba Ulu,Deniz Özturhan,35.0,2008,1,2,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1443,1495,Bir Gunah Gibi,2011,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Zafer Algöz,Hakan Bilgin,Asuman Dabak,13.0,2011,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1444,1496,The Pursuit of Revelation,2014,7.0,83.0,6.4,22000.0,Unknown,4.0,2.0,Perran Kutman,Levent Öktem,Hare Sürel,50.0,2014,0,2,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1445,1497,Kesin Yasanmistir,2021,7.0,83.0,5.5,35000.0,These stories are as real as they are tragicomic. Volkan Oge reveals lived and absurd stories with his guests.,1.0,2.0,Büsra Alnitemiz,Can Ozan,Nahide Babashli,9.0,2021,0,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,1498,Popstar Türkiye,2004–2005,7.0,83.0,4.1,11000.0,Unknown,1.0,2.0,Ali Kirca,Türker Inanoglu,Tarik Akan,23.0,2004,1,2,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,1499,Gece Yürüyüsü,2004,7.0,83.0,6.3,30000.0,Unknown,4.0,2.0,Öykü Serter,Ugurkan Erez,Ivana Sert,42.0,2004,0,2,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,1500,Türk Okçulugunun Serüveni,2020,7.0,83.0,5.5,14000.0,Unknown,1.0,2.0,Asli Hünel,,,9.0,2020,0,2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,1501,Kaptan,2007,7.0,83.0,5.7,58500.0,"After Yavuz was expelled from the Naval High School in his senior year, he broke his family ties and settled in Kas. He has been a captain in Kas for years. If there is one thing he cannot stand in life, it is to be told to use it.",2.0,2.0,Murat Ünalmis,Sezin Akbasogullari,Emre Tetikel,5.0,2007,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1450,1502,Muhabbet Krali,2009–2012,7.0,83.0,6.8,336000.0,Unknown,1.0,4.0,Gokhan Yikilkan,,,8.5,2009,1,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1451,1504,Adeland,2013–2014,7.0,83.0,6.2,30000.0,Unknown,2.0,3.0,Volkan Cal,Mona Calis,Yücel Tunca,15.0,2013,1,3,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,1505,Goncakaranfil,2008–2009,7.0,83.0,3.2,13000.0,Unknown,4.0,2.0,Rasim Öztekin,Engin Özsayin,Dean Baykan,1.0,2008,1,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1453,1506,Abece TV,2016,7.0,83.0,6.2,30000.0,Unknown,2.0,3.0,Volkan Cal,Mona Calis,Yücel Tunca,15.0,2016,0,3,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1507,Babam Için,2011–2012,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Rasim Öztekin,Engin Özsayin,Dean Baykan,1.0,2011,1,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1455,1508,Adventurous Fins,2017–2019,7.0,83.0,5.05,33000.0,Unknown,4.0,2.0,Okan Bayülgen,Ilber Ortayli,Sahrap Soysal,6.0,2017,1,2,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1456,1510,Dünya Varmis,2001,7.0,83.0,4.2,19000.0,Unknown,2.0,2.0,Çetin Altay,Burcu Altin,Enis Arikan,13.0,2001,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,1511,Tatli ve Huysuz Show,2002,7.0,83.0,6.0,24000.0,Grumpy Virgin and sweet Sibel Can try to do a talk show together.,1.0,4.0,,,,8.5,2002,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1458,1512,Elin Oglu,2015,7.0,83.0,6.2,17000.0,Unknown,1.0,4.0,,,,20.0,2015,0,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1459,1513,Servet Avcisi,2008,7.0,83.0,2.8,18000.0,Unknown,2.0,2.0,,,,13.0,2008,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,1514,Bes Dakikalik Bir Mesele,2001,7.0,83.0,6.6,52000.0,"From people in everyday life, problems of communication between people and stunning examples of non-compliance with social rules are narrated.",4.0,2.0,,,,20.0,2001,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,1515,Külahta Erimis Dolunay,2019,7.0,83.0,5.4,81000.0,"The story tells a group of teenagers.Arin,Mete,Toprak,Melina,Elsa,Gece and Dora.",4.0,2.0,John de Mol,,,13.0,2019,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,1516,Çeçeler,2019,7.0,83.0,6.699999999999999,44500.0,Unknown,13.0,2.0,Mesut Süre,Ibrahim Türker,Ilker Gümüsoluk,1.0,2019,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1463,1517,Gözlerinde Son Gece,1996,7.0,83.0,4.5,22000.0,Unknown,4.0,2.0,Suzan Aksoy,Ilker Aksum,Talat Bulut,13.0,1996,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1464,1518,Mendebur Lemur,2016–2023,7.0,83.0,7.8,5000.0,Unknown,1.0,4.0,,,,8.5,2016,1,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1465,1519,Iki Kere Kiki,2001–2002,7.0,83.0,5.8,6000.0,Talk show where Cem Davran and Hande Ataizi host guests who perform and are interviewed.,1.0,4.0,Mehmet Ergin Balkas,Max Bendo,Inan Güngören,8.5,2001,1,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1466,1520,Neler Oluyor Hayatta,2019– ,7.0,83.0,6.1,18000.0,Unknown,1.0,4.0,Selin Demiratar,Fatih Ayhan,Cem Kiliç,13.0,2019,0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,1521,Yüzlesme,1998,7.0,83.0,5.4,81000.0,"Unbeknownst to each other, twin sisters Nurgül and Inci; Nurgül is a street artist and Inci is a wealthy married and honest woman. After hearing about her twin sister, Nurgül makes plans to replace Inci. Thus begins intrigues, tragedies, reckonings and endless games.",4.0,2.0,Gamze Demirbilek,Mehmetcan Mincinozlu,Erdinç Dinçer,5.0,1998,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,1523,Tutkum Bogusmak,2022– ,7.0,83.0,5.7,58500.0,Unknown,2.0,2.0,,,,3.0,2022,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,1524,Solan Gül,1993,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Onur Bay,Cüneyt Arkin,Erkan Petekkaya,1.0,1993,0,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,1525,Gercek Cinayet Hikayeleri,2015,7.0,83.0,5.4,12000.0,Unknown,1.0,2.0,Burhan Öçal,Özlem Tekin,Gökhan Tepe,13.0,2015,0,2,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,1526,Dost Eller,1982,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Tolga Aslan,Baris Agil,Akif Yaman,4.0,1982,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,1527,Iki Kizkardes,1993,7.0,83.0,5.4,81000.0,The story of two step-sisters whose fathers are different.,4.0,2.0,Can Sungur,Uzay Zuhal,Ceren Sungur,46.0,1993,0,2,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1473,1528,Oyun Bitti,2007,7.0,83.0,3.2,17000.0,Unknown,2.0,2.0,Koray Demir,,,13.0,2007,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
