,Unnamed: 0,Name,Years,Age,Duration,Rating,VoteCount,Summary,Review_Count,Seasons,Star1,Star2,Star3,EpisodeCount,baslangic,isFinal,Sınıf,EpsPerSeason,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Game-Show,History,Music,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,others,HasLove,HasFamily,HasIstanbul,Basrol_Class1,Basrol_Class2,Basrol_Class3,Basrol_Class4
507,513,Tatli Intikam,2016,7.0,120.0,6.2,1300.0,"Believing that the reason for her unhappiness is bad luck, Pelin believes that her life will be on track if Tankut forgives her, whom she humiliated in front of everyone while at university.",17.0,2.0,Arif Selçuk,Ridvan Albayrak,Sezen Aray,6.0,2016,0,2,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,514,Fatih,2013,7.0,83.0,3.4,155000.0,"Fatih is a Turkish historical drama based on the life of Sultan of the Ottoman Empire, Mehmed ll. The series was canceled after five episodes.",2.0,2.0,Timuçin Esen,Sevket Çoruh,Genco Ozak,7.0,2013,0,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,515,En Son Babalar Duyar,2002–2006,7.0,75.0,6.3,2200.0,"A family comedy with the slogan ""Dads are always the last to know.""",1.0,3.0,Timuçin Esen,Ebru Özkan,Alican Yücesoy,8.0,2002,1,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
510,516,Hayat Mucizelere Gebe,2015–2016,7.0,83.0,4.1,142000.0,"Inci goes to the hospital with a minor illness, but as a result of a medical accident, she leaves the hospital pregnant by artificial insemination accidentally administered by the gynecologist. What will she tell her family--and the man she loves? What will her life be like now--and in the immediate future?",2.0,2.0,Kaan Girgin,Ceyda Düvenci,Murat Altinok,13.0,2015,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
511,517,Kampüsistan,2003–2004,7.0,83.0,6.2,428000.0,"The stormy days that university youth have experienced. Lessons, love, finals. It's a lot of trouble to start, there's little time for all of them. Yesim, who comes from Anatolia, begins to live in the same house as Tolga, a true Istanbul youth. Tolga, who is in love with Yesim, takes the reaction of his friends.",2.0,2.0,Özge Özberk,Kutsi,Sabahat Kumas,60.0,2003,1,2,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
512,518,Karayilan,2007–2008,7.0,83.0,7.0,386000.0,"The story of Memed The Shepherd who decided to fight in Antep, which was under French occupation.",2.0,2.0,Tolga Saritas,Cansu Dere,Leyla Tanlar,6.0,2007,1,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
513,519,Köprü,2006–2008,7.0,83.0,7.7,466000.0,"Kopru, tells the life of Fahri Yazici, an idealistic governor.",4.0,2.0,Sinem Kobal,Selin Demiratar,Emre Altug,28.0,2006,1,2,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,520,Bir Istanbul Masali,2003–2005,7.0,83.0,6.5,1600.0,"Arhans are among the richest in Istanbul, Kozanlar are the servants of the Arhans. The maid's daughter, Esma, is torn between the love of the two sons of the Arhan house.",4.0,2.0,Uraz Kaygilaroglu,Baran Akbulut,Yildiz Çagri Atiksoy,39.0,2003,1,2,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
515,521,Yeni Nesil Ebeveynler,2023,7.0,83.0,6.8,26500.0,"What awaits a mother and father-to-be today after learning that she is going to have a baby? In addition to excitement and happiness, get ready to embark on a unique journey leading up to birth with questions and concerns on the minds of prospective parents.",1.0,2.0,Fulya Zenginer,Duygu Yetis,Serhan Yavas,10.0,2023,0,2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
516,522,Keloglan Masallari,2008–2016,7.0,83.0,7.1,238000.0,"Keloglan is a well known Turkish folk hero.He is also well known in Asia, Middle East and Balkans too. He is the virtuous, discreet, a little naive, a bit romantic and extremely practical witted representative of the Anatolian people who can have big dreams but at the same time who can reject the biggest rewards.",3.0,3.0,Jessica May,Tolga Mendi,Lale Basar,64.0,2008,1,3,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,523,Teskilat-i Mahsusa Trablus,2023– ,7.0,83.0,6.8,57000.0,"After the Italian occupation in Tripoli, Major Enver, who saw that the Ottoman Empire was in a difficult situation, went to Tripoli with his patriotic friends like Mustafa Kemal, to organize the natives to drive out the invaders.",3.0,2.0,Birkan Sokullu,Ebru Sahin,Zerrin Tekindor,13.0,2023,0,2,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
518,524,Filinta,2014–2016,7.0,110.0,6.6,3000.0,"The story based on 1800's era of Ottoman Empire, round around Mustafa, a local police officer. Mustafa fights the secret forces against him and the state.",22.5,2.0,Ugur Yücel,Erkan Kolçak Köstendil,Bülent Emrah Parlak,11.0,2014,1,2,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
519,525,Adi Mutluluk,2015,7.0,83.0,4.5,231000.0,The story of two strangers (Batu and Kumsal) who arrive in Istanbul from Izmir to look for happiness.,2.0,2.0,Yigit Özsener,Nehir Erdogan,Engin Altan Düzyatan,25.0,2015,0,2,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
520,526,Hatirla Gönül,2015,7.0,83.0,7.1,351000.0,"A woman who has lost her memory by the car accident, try to live with her psychopath ex husband who was indirectly responsible for it.",14.0,2.0,Mert Turak,Sive Senozen,Burak Serdar Sanal,3.0,2015,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
521,527,Survivor 2023,2023– ,7.0,83.0,5.7,32000.0,Unknown,1.0,3.0,Gürbey Ileri,Mehmet Emin Karatas,Ali Korkmaz,1.0,2023,0,3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,528,Benim Hala Umudum Var,2013–2017,7.0,83.0,5.8,171000.0,"The story of Umut, who lives under the pressure of her family, to become famous.",2.0,2.0,Sevil Atasoy,Engin Benli,Deniz Celiloglu,100.0,2013,1,2,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
523,529,Karadaglar,2010–2011,7.0,83.0,5.4,217000.0,"This series, while telling the story of Halit Karadag and his sons, sheds light on the difficult years of poverty and misery among the Ottoman luxurious periods. In the story of Payidar Village, there are struggles, family relations, love, loyalty, beliefs in the abyss between the wealthy lords of the village and the lives of the poor people.",1.0,2.0,Berkay Veli,Mihriban Er,Kahraman Sivri,50.0,2010,1,2,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
524,530,Zeytin Tepesi,2014,7.0,83.0,4.6,48000.0,"The story of ""Olive Hill"" passes through a rich seaside town where olives are abundant. Throughout the series, a young girl will challenge a world ruled by bloody men who do not hesitate to do any evil that comes to mind for money, power, and deadly ambition. She will fight a great struggle against the injustices she has with other women in her family.",4.0,2.0,Asli Inandik,Ender Gözü,Gizem Karaca,6.0,2014,0,2,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
525,531,Deli Gönül,2017,7.0,83.0,6.1,74000.0,Lives hurled by an explosion will come to life again with the construction of a new life.,1.0,2.0,Levent Kirca,Oya Basar,Didem Balçin,11.0,2017,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,532,10 Bin Adim,2020– ,7.0,11.0,7.8,2200.0,Two ex-lovers Ezgi and Memet decide to take 10 thousand steps by walking together every day. Different things happen to them every day. But they still keep taking steps every day.,2.0,2.0,Baris Kilic,Dilan Telkok,Sedef Avci,9.0,2020,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,533,Göç Zamani,2016,7.0,83.0,4.8,81000.0,The story of a mother and her children forced to migrate from the countryside to the city.,4.0,2.0,Görkem Sevindik,Sinan Tuzcu,Recep Usta,26.0,2016,0,2,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
528,534,Survivor 2016,2016,7.0,83.0,4.8,56000.0,Unknown,2.5,3.0,Mert Turak,Ali Barkin,Elvan Disli,11.0,2016,0,3,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
529,535,Sil Bastan,2014,7.0,83.0,4.8,81000.0,Izzet Unver Boarding Anatolian High School is celebrating its 100th anniversary. There is a big surprise waiting in ceremony. The parents of the former eight students of the school gave their money to their schoolmates in time. This reality that emerged on the day of celebration confuses something.,2.0,2.0,Hazal Filiz Küçükköse,Ceyhun Mengiroglu,Ulas Tuna Astepe,10.0,2014,0,2,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
530,536,Annemizi Saklarken,2021–2022,7.0,83.0,4.5,227000.0,Handan believes that the only way to achieve her dreams is to make the right marriage. The biggest obstacle on this path is her 3 children. Handan's life changes when her path crosses with a mysterious couple.,6.0,2.0,Emre Kinay,Caner Topcu,Sümeyye Aydogan,14.0,2021,1,2,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531,537,Beyaz Yalan,2015,7.0,83.0,5.5,104000.0,A poor girl who looks so much like a rich girl takes her place.,4.0,2.0,Baris Bagci,Pelin Akil,Anil Altan,19.0,2015,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
532,538,Dünya Güzellerim,2017– ,7.0,83.0,7.6,21000.0,"Bülent Ersoy, Safiye Soyman, Banu Alkan, and Burcu Esmersoy have come together for ""Dünya Güzellerim"" (My World Beauties). They will first visit India and then head to Nepal and Vietnam.",2.0,3.0,Oguzhan Ugur,Orkun Isitmak,Yagmur Karabal,15.0,2017,0,3,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,539,Böyle mi Olacakti,1997– ,7.0,83.0,3.5,225000.0,"The life story of three faithful schoolmates: Pervin, Gul and Ayse. As going through the struggles of life, they always back up each other. They are the three aces of a volleyball team, too. After being graduated, every year they meet at Naci's cafe for their anniversary. Each of them had their own life, they got married with short intervals.",4.0,2.0,Dilan Çiçek Deniz,Serkay Tütüncü,Melisa Döngel,6.0,1997,0,2,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
534,540,Iyi Günde Kötü Günde,2020,7.0,83.0,6.1,1100.0,"New beginnings, dizzying love and dreams of marriage. What will happen when wedding planner Leyla organise the wedding of a couple Sarp and Melisa and the bridegroom is the man who abandoned her on their own wedding day.",22.5,2.0,Erkan Petekkaya,Nehir Erdogan,Serkan Altunorak,7.0,2020,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
535,541,Vazgeç Gönlüm,2007–2008,7.0,83.0,5.2,62000.0,"Salih, who had to earn a living for his family at a young age, earns his living by driving a minibus. His meeting with Bahar will change everything.",4.0,2.0,Ceyda Düvenci,Ilker Aksum,Giray Altinok,24.0,2007,1,2,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
536,542,Altinsoylar,2016,7.0,83.0,4.1,154000.0,"People whom fate brings together with misunderstandings; A lonely man, a young woman who ran away from her angry fiancee, the ALTINSOYLAR family, each of them crazy individuals.",2.0,2.0,Hilmi Cem Intepe,Acun Ilicali,Adem Kiliççi,101.0,2016,0,2,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,543,Bez Bebek,2007–2010,7.0,80.0,2.7,513749.99999999977,Nana who used to be a doll lives for 100 years in the fictional World of Toys right after her owner loses her.For her 100th birthday she wishes to be a human and she is sent back to the real world.,1.0,3.0,Ergul Miray Sahin,Batuhan Aydar,Nasit Özcan,72.0,2007,1,3,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,544,Sihirli Annem,2021– ,7.0,50.0,1.3,513749.99999999977,"The life of Sadik, who lives an ordinary life with his children, will change in a way he could not imagine when he met Betüs.",16.0,2.0,Alper Saldiran,Zeynep Çamci,Fatih Koyunoglu,89.0,2021,0,2,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
539,545,Ask-i Memnu,1975,7.0,83.0,7.3,198000.0,"Desperate and tragic love of Bihter, who is in love with her old husband's young nephew.",4.0,2.0,Sevket Altug,Sümer Tilmaç,Payende Çizmeci,101.0,1975,0,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
540,546,Ikimizin Sirri,2021,7.0,83.0,6.5,304000.0,"In the TV series The Secret of Two, a poor and lonely mother with a beautiful 7-year-old daughter; He will tell about the marriage he made with a wealthy businessman whose mother is sick.",8.0,2.0,Alican Albayrak,Deniz Baysal,Tayfun Eraslan,101.0,2021,0,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
541,547,Unutma Beni,2008–2016,7.0,83.0,2.4,151000.0,"The progress of two lovers from darkness to light, from sadness to joy, from pain to happiness, the journey of reuniting with each other, carrying a love that cannot be conveyed from eyes to words.",4.0,2.0,Özcan Deniz,Hatice Sendil,Begüm Kütük,50.0,2008,1,2,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
542,548,Yalanci,2021,7.0,120.0,7.2,387000.0,"The plot is on the dinner of a school teacher with the father of one of the students. However, the gallant dinner ends very sadly for both sides. The young teacher is trying to bring to justice the man who did the horrible thing to her.",5.0,2.0,Nilsu Berfin Aktas,Mustafa Mert Koç,Efekan Can,8.0,2021,0,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
543,549,Teskilat,2017–2018,7.0,26.0,6.0,132000.0,"It presents the institutional culture, equipment, knowledge and technical skills of the Turkish National Police, the love of its personnel for their homeland, in short, the entire power of the police force.",2.0,3.0,Ibrahim Büyükak,Özgür Emre Yildirim,Meral Çetinkaya,20.0,2017,1,3,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
544,550,Londra Merkez,2018– ,7.0,83.0,9.8,1800.0,"Weekly conversations between 3 of Turkey's most beloved sports enthusiasts regarding English Premier League, pop culture, relationships and life in general.",22.5,4.5,Ümit Kantarcilar,Burak Serdar Sanal,Mert Palavaroglu,2.0,2018,0,3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
545,551,Haziran Gecesi,2004–2006,7.0,83.0,5.2,489000.0,"Years later, Baran encounters a woman who looks exactly like his deceased great love, Havin. Great secrets from the past begin to be revealed.",1.0,2.0,Burak Sevinç,Sena Çakir,Sinan Albayrak,26.0,2004,1,2,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
546,552,Kis Günesi,2016,7.0,83.0,7.2,513749.99999999977,"Years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge.",22.5,2.0,Zuhal Olcay,Ugur Polat,Emre Kinay,48.0,2016,0,2,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
547,553,Vuslat,2019–2020,7.0,83.0,6.7,513749.99999999977,"Aziz is the sole manager of the holding that was founded by his father and his mother. From the moment he fell in love with Feride, he began to question himself and his life. But there is a lot to be give up for someone in the position of Aziz. Feride; She lives a quiet life with her father, stepmother and siblings.",20.0,2.0,Tuan Öztürk,Muharrem Türkseven,Sekvan Serinkaya,101.0,2019,1,2,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
548,554,Güzel Günler,2022–2023,7.0,83.0,7.4,324000.0,"Selma comes to Istanbul from Van to get the inheritance left to her when she thinks that all means are exhausted. Beneath is his father's scrap car, with his well-to-do brother Leylim. The only condition to receive the inheritance is to find the other partner of the inheritance, his old love Mihran. Mihran, who was born on the same day as her, who was prophesied to lo... Read all",7.0,2.0,Algi Eke,Ersin Korkut,Orhan Güner,56.0,2022,1,2,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
549,555,Askimizda Ölüm Var,2004,7.0,83.0,4.7,90000.0,The romance of a hit-man and a lawyer.,2.5,3.0,Dogu Demirkol,Alican Yücesoy,Tansel Öngel,9.0,2004,0,3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,556,Sanzelize Dügün Salonu,2023– ,7.0,83.0,7.4,122000.0,"In the series adapted from Tarik Tufan's novel of the same name, the absurd adventures of Turgut, who is stuck between two different worlds, and his journey to find himself.",2.0,2.0,Fikret Kuskan,Idil Firat,Onur Saylak,13.0,2023,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,557,Bir Bulut Olsam,2009–2010,7.0,83.0,6.3,513749.99999999977,Mustafa is in love with his cousin Narin to the point of obsession. Narin does not love Mustafa but ends up becoming his wife against her will. Mustafa's father is mayor of the small town and used to getting his way.,5.0,2.0,Pamir Pekin,Gülper Özdemir,Caner Sahin,9.0,2009,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
552,558,Alemin Kirali,2011–2013,7.0,83.0,3.6,1700.0,"Aslan Kiral is a tradesman who sells worms, leeches, rabbits and similar things at pet shop. For this reason, the intercommunication is worse with mother-in-law. Even with the difficulty of being the father of three daughters, Aslan found himself as a mother-in-law in a house where one and six women lived.",2.0,2.0,Ugur Polat,Ezo Sunal,Kaan Urgancioglu,13.0,2011,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,559,Kirmizi Kamyon,2021,7.0,83.0,5.8,129000.0,Dangerous lives of firefighters who are faced with difficult situations.,1.0,2.0,Pamir Pekin,Gülper Özdemir,Caner Sahin,9.0,2021,0,2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,560,Ask ve Mavi,2016–2018,7.0,83.0,4.1,258000.0,"A woman named Mavi tries to kill the man who she thinks is her brother's killer (Ali) on their wedding day , although Ali is not his killer , he stayed in prison for 12 years to protect the real killer , his brother Cemal.",2.0,3.0,Ugur Polat,Ezo Sunal,Kaan Urgancioglu,15.0,2016,1,3,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,561,Baraj,2020–2021,7.0,120.0,5.6,373000.0,"Nehir starts to text with Nazim,but when she sends him her photo,he sends Tarik's photo because of his wound on his face.But everything changes when Nehir decides to come at the dam.",7.0,2.0,Hazal Filiz Küçükköse,Kutsi,Asli Tandogan,8.0,2020,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556,562,Çoban Yildizi,2017,7.0,83.0,6.3,144000.0,"Zühre is a young, attractive girl who has a lifetime ahead of her eyes. But her father forcibly marries her for the rich and influential Fikret, who suits her grandparents. On the first night of the wedding, she injures her husband and runs away. The girl is sheltered by a young, brave man Seyit.",2.0,2.0,Onur Ünlü,,,13.0,2017,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
557,563,Pusat,2007,7.0,83.0,5.7,316000.0,"Young boxer Ali Pusat goes to jail for unfortunate events before the championship game. He had to spend six years in prison. Ali, who lost his beloved girl Hediye, who opened up with a boxing instructor because of a misunderstanding, starts a brand new life to correct the mistakes he made on the day he went to jail and continue him fight for the championship.",10.5,2.0,Pashan Yilmazel,Duygu Çetinkaya,Okan Karacan,5.0,2007,0,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
558,564,Asmali Konak,2002–2003,7.0,83.0,5.9,2200.0,"Bahar, a modern woman, marries Seymen, the landowner heir of Cappadocia, whom she met in America. While Bahar tries to get used to her new life and customs in this mysterious land, conflicts occur.",8.0,2.0,Necati Sasmaz,Zafer Ergin,Raci Sasmaz,101.0,2002,1,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,565,Survivor 2024 All Star,2024– ,7.0,83.0,5.4,69000.0,Unknown,2.5,3.0,Bülent Inal,Burak Yamantürk,Umut Karadag,26.0,2024,0,3,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
560,566,Papatyam,2009–2011,7.0,90.0,4.8,468000.0,Two people whose ages are advanced and who have cut their hopes of love meet in the marriage program. Their lives change.,1.0,4.0,Canan Erguder,Mesut Akusta,Berk Cankat,4.0,2009,1,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
561,567,Deniz Yildizi,2009–2015,7.0,83.0,2.5,313000.0,"Deniz comes to Ankara to study at a university in Anatolia. Deniz is settled next to her father, but she knows her father as a relative of her mother.",2.0,4.5,Ali Il,Sevda Erginci,Köksal Engür,11.0,2009,1,4,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
562,568,Cennet'in Gözyaslari,2017–2018,7.0,83.0,6.2,443000.0,"Cennet was abandoned as a baby, and has struggled bravely through life, desperate for the motherly love she has missed out on. Brought up by her grandmother, Cennet has little in her life apart from her best friend. However, an accident breaks them apart and he vanishes from her life.",5.0,2.0,Muhammet Uzuner,Murat Kiliç,Zeynep Çamci,7.0,2017,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
563,569,Parmakliklar Ardinda,2007–2010,7.0,83.0,6.2,184000.0,"The lives of women in prison, as well as the adventures of their relatives who came to visit and the aftermath of those who went out.",10.0,3.0,Emre Kivilcim,Javohir Zakirov,Takhir Saidov,7.0,2007,1,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,570,Hayat Bilgisi,2003–2006,7.0,60.0,6.5,3900.0,"Centered around a life science class teacher, ""Afet Hoca"", the humorous and genuine story of high-school students in Ridvan Kanat High School.",2.0,4.0,Irem Helvacioglu,Seçkin Özdemir,Dilara Aksüyek,13.0,2003,1,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
565,571,Nerdesin Birader,2017,7.0,83.0,5.8,22000.0,"Two twin brothers Yigit and Yunus Cakmak trade places to infiltrate and bring down a notorious crime gang. Yigit, a decorated detective with the Organized Crime unit recruits his failure of an actor twin brother to take his place in his day to day responsibilities while he goes on a classified mission to bring down the crime network that killed his fiance.",2.0,2.0,Ibrahim Celikkol,Hande Dogandemir,Pamir Pekin,8.0,2017,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,572,Sizi Dinliyorum,2022– ,7.0,15.0,5.8,202000.0,"In I Listen to You, where Onur Buldu gives life to 5 different characters, there are 5 different couples and many guest actors in each episode. Onur Buldu and his characters offer a unique relationship therapy experience in I'm Listening to You.",1.0,2.0,Engin Öztürk,Berk Cankat,Aybüke Pusat,8.0,2022,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
567,573,Aska Sürgün,2005–2006,7.0,83.0,4.3,448000.0,"Khazar and the charming Zilyan - a man and a woman who fall victim to a long family war. To end the feud between the families and as part of a reconciliation deal, the two were forced to marry. Eventually, however, the curiosity between them grows into an unexpected love story.",1.0,2.0,Ecem Erkek,Baris Yildiz,Seda Türkmen,8.0,2005,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
568,574,Leke,2019,7.0,120.0,5.5,271000.0,"Yasemin grew up in the orphanage together with her 9-year-old brother Murat. Yasemin, who had to leave the orphanage when she was of minor age, studied the law and working in an organization company. She wants to receive custody of her brother and to pay for surgery. However, she experiences events that she does not expect.",9.0,2.0,Furkan Andic,Miray Daner,Cengiz Bozkurt,20.0,2019,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,575,Vermem Seni Ellere,2023,7.0,83.0,4.1,163000.0,"The story of Zelish, the daughter of mountains, streams and plateaus, and Mehmet, who is passionate about all kinds of adventure and action.",1.0,2.0,Leyla Lydia Tugutlu,Furkan Andic,Cagri Citanak,30.0,2023,0,2,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
570,576,Yüz Yüze,2017,7.0,83.0,5.8,399000.0,"Broken wings, two wounded angels. Seliha and Cihangir. A crust that can not break apart from both. And a guilty world. Life will bring them together while Cihangir and Seliha stand on the opposite poles of this world. Seliha is in pursuit of a fierce gang. Cihangir is the leader of that gang.",1.0,2.0,,,,13.0,2017,0,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,577,Rafadan Tayfa,2013– ,7.0,83.0,7.7,308000.0,"The story consists of the adventures of a group of friends named ""Rafadan Tayfa"". It reflects the neighbourhood life of the 80s and the sincere human relations.",2.0,4.5,Leyla Lydia Tugutlu,Furkan Andic,Cagri Citanak,30.0,2013,0,4,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,578,Yahsi Cazibe,2010–2012,7.0,90.0,5.5,1400.0,"The story of a girl from Azerbaijan, Cazibe, who wants to live in Turkey. Cazibe goes to An immigrancy agency and they find Kemal and pays him to get married with Cazibe, in order to let her stay in Turkey legally. This is not a real marriage.",2.0,2.0,,,,13.0,2010,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,579,Unutabilsem,1998–1999,7.0,83.0,5.6,45000.0,"Two geniuses who love each other crazy, the story of their passionate love. A drama story prepared by Emrah's popular song Unutabilsem at the time.",4.0,2.0,Hatice Aslan,Levent Ülgen,Ali Sunal,101.0,1998,1,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
