Field1_links,Dogum_Tarihi,Yas,Kariyer,Proje_Sayısı,Name
https://www.beyazperde.com/sanatcilar/sanatci-875825/,,,4,8,Nezaket Erden
https://www.beyazperde.com/sanatcilar/sanatci-530635/,"
30 Kasım 1970
","
Yaş 
53
",35,11,Arif Pişkin
https://www.beyazperde.com/sanatcilar/sanatci-1003495/,,,,,Nihayet Şahin
https://www.beyazperde.com/sanatcilar/sanatci-938784/,,,,,Ahmet Haktan Zavlak
https://www.beyazperde.com/sanatcilar/sanatci-516068/,,,37,29,Tarık Papuççuoğlu
https://www.beyazperde.com/sanatcilar/sanatci-510852/,,,13,16,Mehmet Ada Öztekin
https://www.beyazperde.com/sanatcilar/sanatci-459909/,,,17,15,Kubilay Tunçer
https://www.beyazperde.com/sanatcilar/sanatci-860456/,,,,,Kayhan Açikgöz
https://www.beyazperde.com/sanatcilar/sanatci-126560/,,"
Doğum tarihi 


18 Ocak 1955


(İstanbul, Türkiye)
",41,70,Altan Erkekli
https://www.beyazperde.com/sanatcilar/sanatci-506000/,"
12 Nisan 1962
","
Yaş 
61
",36,27,Hüseyin Avni Danyal
https://www.beyazperde.com/sanatcilar/sanatci-697139/,,,5,4,Ayça Koptur
https://www.beyazperde.com/sanatcilar/sanatci-524563/,,,21,10,Fırat Doğruloğlu
https://www.beyazperde.com/sanatcilar/sanatci-814367/,"
29 Mayıs 1990
","
Yaş 
33
",6,6,Anıl Altan
https://www.beyazperde.com/sanatcilar/sanatci-546056/,"
17 Ocak 1984
","
Yaş 
39
",12,9,Melis Babadağ
https://www.beyazperde.com/sanatcilar/sanatci-490759/,,,25,42,Bülent Çolak
https://www.beyazperde.com/sanatcilar/sanatci-209708/,,,16,21,Büşra Pekin
https://www.beyazperde.com/sanatcilar/sanatci-17274/,,"
Doğum tarihi 


22 Nisan 1965


(İstanbul, Türkiye)
",33,35,Fikret Kuşkan
https://www.beyazperde.com/sanatcilar/sanatci-439995/,,,16,11,Burcu Kara
https://www.beyazperde.com/sanatcilar/sanatci-666946/,,,10,,İsmail Ege Şaşmaz
https://www.beyazperde.com/sanatcilar/sanatci-500149/,"
1961
","
Yaş 
62
",28,14,Sumru Yavrucuk
https://www.beyazperde.com/sanatcilar/sanatci-519033/,,,12,9,Cansu Tosun
https://www.beyazperde.com/sanatcilar/sanatci-668491/,,,,,Seda Tosun
https://www.beyazperde.com/sanatcilar/sanatci-771701/,,,,,Burak Dakak
https://www.beyazperde.com/sanatcilar/sanatci-991219/,,,,,Ceren Yalazoğlu Karakoç
https://www.beyazperde.com/sanatcilar/sanatci-591122/,,,10,7,Devrim Yalçın
https://www.beyazperde.com/sanatcilar/sanatci-127245/,"
1 Kasım 1958
","
Yaş 
65
",31,58,Erkan Can
https://www.beyazperde.com/sanatcilar/sanatci-1012867/,,,,,Demircan Kaçel
https://www.beyazperde.com/sanatcilar/sanatci-518765/,"
11 Ocak 1985
","
Yaş 
38
",15,16,Fırat Albayram
https://www.beyazperde.com/sanatcilar/sanatci-510776/,"
10 Ocak 1981
","
Yaş 
42
",17,25,Mert Fırat
https://www.beyazperde.com/sanatcilar/sanatci-126592/,,,23,22,Nazmi Kırık
https://www.beyazperde.com/sanatcilar/sanatci-518446/,"
13 Nisan 1984
","
Yaş 
39
",12,15,Müge Boz
https://www.beyazperde.com/sanatcilar/sanatci-605905/,,,11,7,Hakan Günday
https://www.beyazperde.com/sanatcilar/sanatci-704179/,,,10,9,Aycan Koptur
https://www.beyazperde.com/sanatcilar/sanatci-740371/,"
31 Mayıs 1997
","
Yaş 
26
",8,7,Naz Çağla Irmak
https://www.beyazperde.com/sanatcilar/sanatci-514446/,"
28 Ekim 1978
","
Yaş 
45
",15,17,Emir Benderlioğlu
https://www.beyazperde.com/sanatcilar/sanatci-533060/,,,12,7,Banu Kiremitçi Bozkurt
https://www.beyazperde.com/sanatcilar/sanatci-516777/,,,20,13,Nehir Erdoğan
https://www.beyazperde.com/sanatcilar/sanatci-425562/,"
18 Ekim 1971
","
Yaş 
52
",19,25,Teoman Kumbaracıbaşı
https://www.beyazperde.com/sanatcilar/sanatci-539722/,"
25 Haziran 1986
","
Yaş 
37
",11,16,Merve Dizdar
https://www.beyazperde.com/sanatcilar/sanatci-559144/,,,6,5,Figen Han
https://www.beyazperde.com/sanatcilar/sanatci-472199/,,,11,13,Mete Horozoğlu
https://www.beyazperde.com/sanatcilar/sanatci-591651/,,,7,7,Ali Aydın
https://www.beyazperde.com/sanatcilar/sanatci-494985/,,,22,27,Çağlar Çorumlu
https://www.beyazperde.com/sanatcilar/sanatci-213642/,,,17,45,Cengiz Bozkurt
https://www.beyazperde.com/sanatcilar/sanatci-499084/,"
13 Mayıs 1980
","
Yaş 
43
",14,26,Sarp Akkaya
https://www.beyazperde.com/sanatcilar/sanatci-786903/,,,,,Recep Usta
https://www.beyazperde.com/sanatcilar/sanatci-16220/,"
14 Ocak 1954
","
Yaş 
69
",45,23,İlyas Salman
https://www.beyazperde.com/sanatcilar/sanatci-655918/,"
19 Kasım 1986
","
Yaş 
37
",9,8,Açelya Topaloğlu
https://www.beyazperde.com/sanatcilar/sanatci-518777/,,,12,11,Ozan Akbaba
https://www.beyazperde.com/sanatcilar/sanatci-745451/,"
12 Aralık 1989
","
Yaş 
34
",8,9,Burcu Özberk
https://www.beyazperde.com/sanatcilar/sanatci-204145/,"
30 Kasım 1976
","
Yaş 
47
",14,15,Murat Cemcir
https://www.beyazperde.com/sanatcilar/sanatci-24132/,,,46,168,Hülya Koçyiğit
https://www.beyazperde.com/sanatcilar/sanatci-213647/,,"
Doğum tarihi 


1 Kasım 1978


(Hamm, Almanya)
",26,13,Selma Ergeç
https://www.beyazperde.com/sanatcilar/sanatci-558389/,"
16 Mart 1941
","
Yaş 
82
",65,22,Serpil Gül
https://www.beyazperde.com/sanatcilar/sanatci-922588/,"
26 Şubat 1996
","
Yaş 
27
",4,7,İlayda Alişan
https://www.beyazperde.com/sanatcilar/sanatci-823495/,"
3 Kasım 1992
","
Yaş 
31
",8,9,Alperen Duymaz
https://www.beyazperde.com/sanatcilar/sanatci-909026/,,,9,9,Halit Özgür Sarı
https://www.beyazperde.com/sanatcilar/sanatci-422580/,"
11 Aralık 1986
","
Yaş 
37
",14,15,Zeynep Çamcı
https://www.beyazperde.com/sanatcilar/sanatci-568803/,,,11,29,Bilal Kalyoncu
https://www.beyazperde.com/sanatcilar/sanatci-504565/,"
22 Aralık 1979
","
Yaş 
44
",17,26,Timur Acar
https://www.beyazperde.com/sanatcilar/sanatci-436849/,,,15,15,Serhat Mustafa Kılıç
https://www.beyazperde.com/sanatcilar/sanatci-424851/,"
2 Aralık 1974
","
Yaş 
49
",21,20,Sermiyan Midyat
https://www.beyazperde.com/sanatcilar/sanatci-233012/,,,14,19,Melih Selçuk
https://www.beyazperde.com/sanatcilar/sanatci-508815/,"
6 Haziran 1982
","
Yaş 
41
",12,15,Selçuk Aydemir
https://www.beyazperde.com/sanatcilar/sanatci-509050/,"
25 Haziran 1971
","
Yaş 
52
",13,39,Ayhan Taş
https://www.beyazperde.com/sanatcilar/sanatci-715516/,,,9,11,Esra Bilgiç
https://www.beyazperde.com/sanatcilar/sanatci-518674/,,,24,20,İştar Gökseven
https://www.beyazperde.com/sanatcilar/sanatci-773674/,,,11,12,Burak Deniz
https://www.beyazperde.com/sanatcilar/sanatci-929006/,,,,,Şahin Sancak
https://www.beyazperde.com/sanatcilar/sanatci-621951/,"
4 Mayıs 1989
","
Yaş 
34
",10,15,Burcu Biricik
https://www.beyazperde.com/sanatcilar/sanatci-503962/,"
23 Mayıs 1971
","
Yaş 
52
",38,34,İlker Aksum
https://www.beyazperde.com/sanatcilar/sanatci-647139/,"
21 Haziran 1992
","
Yaş 
31
",9,14,Ekin Koç
https://www.beyazperde.com/sanatcilar/sanatci-966734/,,,,,Elvan Dişli
https://www.beyazperde.com/sanatcilar/sanatci-551429/,"
1 Nisan 1985
","
Yaş 
38
",17,16,Şükran Ovalı
https://www.beyazperde.com/sanatcilar/sanatci-519209/,"
1 Ocak 1980
","
Yaş 
43
",12,14,Öznur Serçeler
https://www.beyazperde.com/sanatcilar/sanatci-519912/,,,12,11,Tolga Sarıtaş
https://www.beyazperde.com/sanatcilar/sanatci-26486/,,,25,39,Güven Kıraç
https://www.beyazperde.com/sanatcilar/sanatci-749863/,"
9 Aralık 1987
","
Yaş 
36
",8,6,İlhan Şen
https://www.beyazperde.com/sanatcilar/sanatci-145714/,"
1964
","
Yaş 
59
",25,31,Serdar Akar
https://www.beyazperde.com/sanatcilar/sanatci-13922/,,,40,33,Şerif Sezer
https://www.beyazperde.com/sanatcilar/sanatci-853930/,,,5,12,Aslıhan Malbora
https://www.beyazperde.com/sanatcilar/sanatci-504542/,"
31 Mart 1976
","
Yaş 
47
",22,11,Ayta Sözeri
https://www.beyazperde.com/sanatcilar/sanatci-654816/,,,3,6,Burak Yırtar
https://www.beyazperde.com/sanatcilar/sanatci-806874/,,,6,7,Emre Kıvılcım
https://www.beyazperde.com/sanatcilar/sanatci-602501/,"
23 Şubat 1983
","
Yaş 
40
",11,12,Esra Sönmezer
https://www.beyazperde.com/sanatcilar/sanatci-786839/,,,7,7,Hazal Subaşı
https://www.beyazperde.com/sanatcilar/sanatci-213674/,,,30,15,Bennu Yıldırımlar
https://www.beyazperde.com/sanatcilar/sanatci-667638/,,,4,5,Murat Arkın
https://www.beyazperde.com/sanatcilar/sanatci-534265/,,,14,9,Hilal Yıldız
https://www.beyazperde.com/sanatcilar/sanatci-697015/,,,,,Esra İnal
https://www.beyazperde.com/sanatcilar/sanatci-179443/,,"
Doğum tarihi 


7 Eylül 1937


(Gökçeoğlu, Alpu,Eskişehir)
",50,85,Cüneyt Arkın
https://www.beyazperde.com/sanatcilar/sanatci-520554/,,,,,Deniz Arna
https://www.beyazperde.com/sanatcilar/sanatci-250516/,,,13,10,Fırat Çelik
https://www.beyazperde.com/sanatcilar/sanatci-498722/,,,16,33,Kerem Çatay
https://www.beyazperde.com/sanatcilar/sanatci-3402/,"
1 Nisan 1937
","
Ölümü 


9 Eylül 1984


47 yaşında
",26,30,Yılmaz Güney
https://www.beyazperde.com/sanatcilar/sanatci-541023/,,,12,11,Ali Bilgin
https://www.beyazperde.com/sanatcilar/sanatci-786659/,,,6,7,Onur Sermik
https://www.beyazperde.com/sanatcilar/sanatci-743340/,,,8,8,Berkay Ateş
https://www.beyazperde.com/sanatcilar/sanatci-152249/,,,31,25,Nazan Kesal
https://www.beyazperde.com/sanatcilar/sanatci-736984/,,,8,7,Can Yaman
https://www.beyazperde.com/sanatcilar/sanatci-821585/,,,5,10,Mert Denizmen
https://www.beyazperde.com/sanatcilar/sanatci-213645/,"
4 Aralık 1977
","
Yaş 
46
",20,25,Ertan Saban
https://www.beyazperde.com/sanatcilar/sanatci-528009/,,,15,24,Ushan Çakır
https://www.beyazperde.com/sanatcilar/sanatci-246866/,"
18 Haziran 1987
","
Yaş 
36
",11,11,Ezgi Asaroğlu
https://www.beyazperde.com/sanatcilar/sanatci-520443/,"
18 Haziran 1974
","
Yaş 
49
",18,13,Soydan Soydaş
https://www.beyazperde.com/sanatcilar/sanatci-634085/,,,9,8,Açelya Özcan
https://www.beyazperde.com/sanatcilar/sanatci-23986/,,,,,Nilgün Nazlı
https://www.beyazperde.com/sanatcilar/sanatci-819745/,,,6,10,Kubilay Aka
https://www.beyazperde.com/sanatcilar/sanatci-181550/,"
6 Temmuz 1985
","
Yaş 
38
",21,22,Melisa Sözen
https://www.beyazperde.com/sanatcilar/sanatci-510252/,"
17 Şubat 1979
","
Yaş 
44
",18,16,Songül Öden
https://www.beyazperde.com/sanatcilar/sanatci-531213/,"
20 Ağustos 1979
","
Yaş 
44
",15,28,Şebnem Bozoklu
https://www.beyazperde.com/sanatcilar/sanatci-132699/,,,21,23,Ezel Akay
https://www.beyazperde.com/sanatcilar/sanatci-5097/,,,50,37,Kadir İnanır
https://www.beyazperde.com/sanatcilar/sanatci-554461/,"
12 Mart 1986
","
Yaş 
37
",10,16,Olgun Toker
https://www.beyazperde.com/sanatcilar/sanatci-625879/,,,9,11,Tolga Canbeyli
https://www.beyazperde.com/sanatcilar/sanatci-860744/,"
1 Mart 1994
","
Yaş 
29
",5,6,Cem Yiğit Üzümoglu
https://www.beyazperde.com/sanatcilar/sanatci-538370/,"
4 Ağustos 1982
","
Yaş 
41
",9,17,Onur Buldu
https://www.beyazperde.com/sanatcilar/sanatci-860742/,,,,,Ecem Erkek
https://www.beyazperde.com/sanatcilar/sanatci-249562/,"
25 Nisan 1959
","
Yaş 
64
",18,11,Burhan Öcal
https://www.beyazperde.com/sanatcilar/sanatci-532890/,,,,,Necla Fide
https://www.beyazperde.com/sanatcilar/sanatci-182477/,"
14 Ekim 1980
","
Yaş 
43
",17,16,Cansu Dere
https://www.beyazperde.com/sanatcilar/sanatci-515708/,"
21 Haziran 1973
","
Yaş 
50
",25,15,Devin Özgür Çınar
https://www.beyazperde.com/sanatcilar/sanatci-511284/,"
2 Mart 1987
","
Yaş 
36
",15,15,Hande Soral
https://www.beyazperde.com/sanatcilar/sanatci-511427/,"
3 Kasım 1955
","
Yaş 
68
",12,21,Osman Alkaş
https://www.beyazperde.com/sanatcilar/sanatci-888801/,,,,,Eda Şölenci
https://www.beyazperde.com/sanatcilar/sanatci-514199/,"
1938
","
Ölümü 


31 Mart 2017


79 yaşında
(İstanbul)
",44,40,Halit Akçatepe
https://www.beyazperde.com/sanatcilar/sanatci-503417/,,,44,60,Ayşen Gruda
https://www.beyazperde.com/sanatcilar/sanatci-530250/,,,14,8,İncinur Daşdemir
https://www.beyazperde.com/sanatcilar/sanatci-719021/,"
20 Temmuz 1983
","
Yaş 
40
",8,8,Cem Gelinoğlu
https://www.beyazperde.com/sanatcilar/sanatci-697334/,"
19 Mayıs 1992
","
Yaş 
31
",9,8,Hilmi Cem İntepe
https://www.beyazperde.com/sanatcilar/sanatci-781861/,"
20 Aralık 1992
","
Yaş 
31
",7,11,Hayal Köseoğlu
https://www.beyazperde.com/sanatcilar/sanatci-530769/,,,10,10,Hasan Karacadağ
https://www.beyazperde.com/sanatcilar/sanatci-204101/,,,17,10,Fadik Sevin Atasoy
https://www.beyazperde.com/sanatcilar/sanatci-259733/,,"
Doğum tarihi 


22 Şubat 1982


(Ankara)
",15,25,Buğra Gülsoy
https://www.beyazperde.com/sanatcilar/sanatci-24151/,,,43,27,Müjde Ar
https://www.beyazperde.com/sanatcilar/sanatci-795499/,,,6,6,Neslihan Yeşilyurt
https://www.beyazperde.com/sanatcilar/sanatci-102892/,"
14 Ağustos 1973
","
Yaş 
50
",20,16,Timuçin Esen
https://www.beyazperde.com/sanatcilar/sanatci-518445/,"
24 Aralık 1976
","
Yaş 
47
",17,15,Serkan Altunorak
https://www.beyazperde.com/sanatcilar/sanatci-556804/,"
13 Ağustos 1974
","
Yaş 
49
",11,6,Emin Alper
https://www.beyazperde.com/sanatcilar/sanatci-510168/,,,10,22,Serkan Şengül
https://www.beyazperde.com/sanatcilar/sanatci-852092/,,,,,Aleyna Özgeçen
https://www.beyazperde.com/sanatcilar/sanatci-522379/,"
1 Haziran 1971
","
Yaş 
52
",28,9,Olgun Şimşek
https://www.beyazperde.com/sanatcilar/sanatci-426521/,"
5 Aralık 1975
","
Yaş 
48
",26,18,Alper Kul
https://www.beyazperde.com/sanatcilar/sanatci-647144/,,,9,7,Burak Can
https://www.beyazperde.com/sanatcilar/sanatci-848092/,"
2 Ocak 1997
","
Yaş 
26
",5,9,Melis Sezen
https://www.beyazperde.com/sanatcilar/sanatci-1012530/,,,,,İbrahim Türker
https://www.beyazperde.com/sanatcilar/sanatci-169533/,"
25 Mart 1973
","
Yaş 
50
",27,32,Dolunay Soysert
https://www.beyazperde.com/sanatcilar/sanatci-668508/,,,9,11,Dilan Çiçek Deniz
https://www.beyazperde.com/sanatcilar/sanatci-250366/,,,20,35,Murat Akkoyunlu
https://www.beyazperde.com/sanatcilar/sanatci-520749/,"
16 Eylül 1984
","
Yaş 
39
",15,21,Alper Saldıran
https://www.beyazperde.com/sanatcilar/sanatci-514670/,"
1 Haziran 1989
","
Yaş 
34
",16,16,Selin Şekerci
https://www.beyazperde.com/sanatcilar/sanatci-503420/,"
1 Şubat 1970
","
Yaş 
53
",23,40,Asuman Dabak
https://www.beyazperde.com/sanatcilar/sanatci-517539/,,,15,8,Hatice Şendil
https://www.beyazperde.com/sanatcilar/sanatci-218620/,"
25 Temmuz 1977
","
Yaş 
46
",17,16,Gülçin Santırcıoğlu
https://www.beyazperde.com/sanatcilar/sanatci-152134/,,,22,,Binnur Kaya
https://www.beyazperde.com/sanatcilar/sanatci-797204/,,,,,Hasan Denizyaran
https://www.beyazperde.com/sanatcilar/sanatci-179441/,"
27 Mart 1939
","
Ölümü 


2 Temmuz 2021


82 yaşında
",42,80,Kartal Tibet
https://www.beyazperde.com/sanatcilar/sanatci-126593/,"
31 Ocak 1983
","
Yaş 
40
",16,22,Belçim Bilgin
https://www.beyazperde.com/sanatcilar/sanatci-13917/,"
3 Şubat 1959
","
Yaş 
64
",26,16,Ferzan Özpetek
https://www.beyazperde.com/sanatcilar/sanatci-5059/,,,44,24,Cem Davran
https://www.beyazperde.com/sanatcilar/sanatci-526211/,,,40,8,Emel Sayın
https://www.beyazperde.com/sanatcilar/sanatci-710954/,,,8,10,Mustafa Kotan
https://www.beyazperde.com/sanatcilar/sanatci-181639/,,,23,13,Yüksel Aksu
https://www.beyazperde.com/sanatcilar/sanatci-597096/,"
18 Mayıs 1982
","
Yaş 
41
",14,17,Didem Balçın
https://www.beyazperde.com/sanatcilar/sanatci-500136/,"
12 Ekim 1981
","
Yaş 
42
",17,13,Engin Akyürek
https://www.beyazperde.com/sanatcilar/sanatci-695034/,,,,,Doğan İzci
https://www.beyazperde.com/sanatcilar/sanatci-755133/,,,8,5,Meriç Acemi
https://www.beyazperde.com/sanatcilar/sanatci-812655/,"
20 Mart 1993
","
Yaş 
30
",20,14,Ege Kökenli
https://www.beyazperde.com/sanatcilar/sanatci-429208/,"
14 Eylül 1965
","
Yaş 
58
",10,11,Hülya Gülşen
https://www.beyazperde.com/sanatcilar/sanatci-515150/,,,18,27,Erkan Petekkaya
https://www.beyazperde.com/sanatcilar/sanatci-882121/,"
20 Mart 2000
","
Yaş 
23
",4,5,Hafsanur Sancaktutan
https://www.beyazperde.com/sanatcilar/sanatci-142747/,,,23,16,Şebnem Dönmez
https://www.beyazperde.com/sanatcilar/sanatci-703052/,,,,,Armağan Oğuz
https://www.beyazperde.com/sanatcilar/sanatci-504562/,"
30 Haziran 1973
","
Yaş 
50
",27,25,Şevket Çoruh
https://www.beyazperde.com/sanatcilar/sanatci-518510/,"
1 Ocak 1984
","
Yaş 
39
",14,12,Duygu Yetiş
https://www.beyazperde.com/sanatcilar/sanatci-518701/,"
9 Ağustos 1944
","
Yaş 
79
",43,24,Nevra Serezli
https://www.beyazperde.com/sanatcilar/sanatci-182480/,"
4 Ocak 1980
","
Yaş 
43
",18,24,Öner Erkan
https://www.beyazperde.com/sanatcilar/sanatci-11357/,"
5 Nisan 1946
","
Yaş 
77
",41,20,Yavuz Turgul
https://www.beyazperde.com/sanatcilar/sanatci-782880/,"
1 Ocak 1992
","
Yaş 
31
",7,11,Merve Çağıran
https://www.beyazperde.com/sanatcilar/sanatci-490724/,,,13,15,Cüneyt İnay
https://www.beyazperde.com/sanatcilar/sanatci-169567/,"
8 Şubat 1957
","
Yaş 
66
",42,18,Mehmet Ali Erbil
https://www.beyazperde.com/sanatcilar/sanatci-519729/,,,12,10,Çağrı Bayrak
https://www.beyazperde.com/sanatcilar/sanatci-528964/,,,12,12,Ece Çeşmioğlu
https://www.beyazperde.com/sanatcilar/sanatci-669388/,,,,,Melisa Önel
https://www.beyazperde.com/sanatcilar/sanatci-537857/,,,29,,Toprak Sergen
https://www.beyazperde.com/sanatcilar/sanatci-514218/,,,6,6,Gizem Akman
https://www.beyazperde.com/sanatcilar/sanatci-569117/,,,,,Necmi Yıldırım
https://www.beyazperde.com/sanatcilar/sanatci-481597/,"
24 Mayıs 1967
","
Yaş 
56
",26,21,Tamer Karadağlı
https://www.beyazperde.com/sanatcilar/sanatci-266559/,,,14,5,Mahmut Fazıl Coşkun
https://www.beyazperde.com/sanatcilar/sanatci-813076/,,,6,9,Ender Mıhlar
https://www.beyazperde.com/sanatcilar/sanatci-424542/,,,13,10,Okan Çabalar
https://www.beyazperde.com/sanatcilar/sanatci-733672/,,,8,17,Cansu Fırıncı
https://www.beyazperde.com/sanatcilar/sanatci-993971/,,,,,Tuğçe Talu
https://www.beyazperde.com/sanatcilar/sanatci-664758/,,,,,Onuryay Evrentan
https://www.beyazperde.com/sanatcilar/sanatci-722384/,"
3 Ağustos 1964
","
Yaş 
59
",34,5,Yasemin Yalçın
https://www.beyazperde.com/sanatcilar/sanatci-852091/,,,,,Şahin Kendirci
https://www.beyazperde.com/sanatcilar/sanatci-993981/,,,,,Batuhan Demir
https://www.beyazperde.com/sanatcilar/sanatci-527479/,,,16,12,Turgut Tunçalp
https://www.beyazperde.com/sanatcilar/sanatci-524669/,"
13 Ekim 1950
","
Yaş 
73
",17,26,Tamer Levent
https://www.beyazperde.com/sanatcilar/sanatci-152131/,,"
Doğum tarihi 


15 Ekim 1947


(İstanbul, Türkiye)
",43,21,Hümeyra
https://www.beyazperde.com/sanatcilar/sanatci-145823/,,,13,8,Bergüzar Korel
https://www.beyazperde.com/sanatcilar/sanatci-3403/,"
1 Şubat 1936
","
Ölümü 


27 Eylül 2013


77 yaşında
(İstanbul)
",48,27,Tuncel Kurtiz
https://www.beyazperde.com/sanatcilar/sanatci-514196/,"
11 Nisan 1975
","
Yaş 
48
",19,24,Ufuk Özkan
https://www.beyazperde.com/sanatcilar/sanatci-617734/,"
1 Ocak 1991
","
Yaş 
32
",9,9,Su Kutlu
https://www.beyazperde.com/sanatcilar/sanatci-429290/,"
22 Nisan 1959
","
Yaş 
64
",30,16,Musa Uzunlar
https://www.beyazperde.com/sanatcilar/sanatci-523703/,"
16 Şubat 1983
","
Yaş 
40
",13,8,Aslıhan Gürbüz
https://www.beyazperde.com/sanatcilar/sanatci-919619/,,,,,Yasemin Yazıcı
https://www.beyazperde.com/sanatcilar/sanatci-500099/,"
17 Nisan 1980
","
Yaş 
43
",17,21,Caner Cindoruk
https://www.beyazperde.com/sanatcilar/sanatci-456790/,,,27,46,Hakan Bilgin
https://www.beyazperde.com/sanatcilar/sanatci-479976/,"
31 Mart 1948
","
Yaş 
75
",27,46,Sinan Bengier
https://www.beyazperde.com/sanatcilar/sanatci-646397/,,,9,12,Sarp Bozkurt
https://www.beyazperde.com/sanatcilar/sanatci-497106/,,,,,Halide Edip Adıvar
https://www.beyazperde.com/sanatcilar/sanatci-880725/,,,,,Halil İbrahim Ceyhan
https://www.beyazperde.com/sanatcilar/sanatci-707384/,,,8,4,Fatih Özkan
https://www.beyazperde.com/sanatcilar/sanatci-498122/,"
16 Ekim 1979
","
Yaş 
44
",20,20,İlker Ayrık
https://www.beyazperde.com/sanatcilar/sanatci-474165/,,,34,19,Nurseli İdiz
https://www.beyazperde.com/sanatcilar/sanatci-28281/,"
27 Nisan 1972
","
Yaş 
51
",19,16,Mehmet Kurtuluş
https://www.beyazperde.com/sanatcilar/sanatci-849420/,"
14 Mayıs 1994
","
Yaş 
29
",5,5,Mustafa Mert Koç
https://www.beyazperde.com/sanatcilar/sanatci-443909/,,,23,21,İpek Tuzcuoğlu
https://www.beyazperde.com/sanatcilar/sanatci-552431/,"
17 Nisan 1986
","
Yaş 
37
",11,20,Pelin Akil
https://www.beyazperde.com/sanatcilar/sanatci-798992/,,,6,8,Aytaç Şaşmaz
https://www.beyazperde.com/sanatcilar/sanatci-517652/,,,13,7,Kerem Arslanoğlu
https://www.beyazperde.com/sanatcilar/sanatci-526690/,,,16,22,Murat Serezli
https://www.beyazperde.com/sanatcilar/sanatci-770893/,,,,,Arzu Okay
https://www.beyazperde.com/sanatcilar/sanatci-827450/,,,5,10,Gülçin Kültür Şahin
https://www.beyazperde.com/sanatcilar/sanatci-504616/,,,20,35,Bora Akkaş
https://www.beyazperde.com/sanatcilar/sanatci-519131/,"
22 Ekim 1982
","
Yaş 
41
",16,30,Alican Yücesoy
https://www.beyazperde.com/sanatcilar/sanatci-713060/,,,,,Tahir Çonka
https://www.beyazperde.com/sanatcilar/sanatci-424545/,"
26 Ağustos 1977
","
Yaş 
46
",18,30,Bülent Şakrak
https://www.beyazperde.com/sanatcilar/sanatci-217187/,,,21,24,Hatice Aslan
https://www.beyazperde.com/sanatcilar/sanatci-546340/,,,28,15,Şevket Altuğ
https://www.beyazperde.com/sanatcilar/sanatci-518811/,"
8 Mart 1980
","
Yaş 
43
",36,14,Bülent Polat
https://www.beyazperde.com/sanatcilar/sanatci-607084/,"
13 Ağustos 1985
","
Yaş 
38
",10,12,Elçin Sangu
https://www.beyazperde.com/sanatcilar/sanatci-506664/,,,47,21,Zihni Göktay
https://www.beyazperde.com/sanatcilar/sanatci-444126/,"
19 Mayıs 1973
","
Yaş 
50
",22,17,Bülent İnal
https://www.beyazperde.com/sanatcilar/sanatci-938952/,,,,,Doğukan Güngör
https://www.beyazperde.com/sanatcilar/sanatci-698521/,,,9,11,Ömer Duran
https://www.beyazperde.com/sanatcilar/sanatci-537029/,"
7 Eylül 1971
","
Yaş 
52
",16,28,Murat Kılıç
https://www.beyazperde.com/sanatcilar/sanatci-526247/,,,,,Ece Sükan
https://www.beyazperde.com/sanatcilar/sanatci-177558/,"
31 Ekim 1962
","
Yaş 
61
",25,19,Ayda Aksel
https://www.beyazperde.com/sanatcilar/sanatci-712033/,"
31 Mayıs 2004
","
Yaş 
19
",9,14,Berat Efe Parlar
https://www.beyazperde.com/sanatcilar/sanatci-793875/,,,9,5,İsmail Fidan
https://www.beyazperde.com/sanatcilar/sanatci-209705/,,,11,7,Ahmet Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-519334/,,,17,19,Kaan Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-809409/,,,6,10,Ahmet Kapucu
https://www.beyazperde.com/sanatcilar/sanatci-524366/,"
30 Haziran 1982
","
Yaş 
41
",13,8,Aylin Kontente
https://www.beyazperde.com/sanatcilar/sanatci-255616/,"
23 Ağustos 1980
","
Yaş 
43
",22,14,Gözde Kansu
https://www.beyazperde.com/sanatcilar/sanatci-881270/,,,7,5,Zuhal Üstüntaş
https://www.beyazperde.com/sanatcilar/sanatci-747650/,,,,,Furkan Kalabalık
https://www.beyazperde.com/sanatcilar/sanatci-499477/,"
1946
","
Yaş 
77
",27,11,Güven Hokna
https://www.beyazperde.com/sanatcilar/sanatci-440414/,"
30 Ağustos 1961
","
Yaş 
62
",24,32,Zafer Algöz
https://www.beyazperde.com/sanatcilar/sanatci-985413/,,,,,Berkay Özgür
https://www.beyazperde.com/sanatcilar/sanatci-220689/,,,27,24,Burak Sergen
https://www.beyazperde.com/sanatcilar/sanatci-461843/,,,19,20,Sarp Levendoğlu
https://www.beyazperde.com/sanatcilar/sanatci-515465/,"
5 Ağustos 1964
","
Yaş 
59
",16,13,Zerrin Tekindor
https://www.beyazperde.com/sanatcilar/sanatci-432001/,"
26 Temmuz 1981
","
Yaş 
42
",19,21,Vildan Atasever
https://www.beyazperde.com/sanatcilar/sanatci-662977/,"
26 Eylül 1991
","
Yaş 
32
",5,5,Berk Atan
https://www.beyazperde.com/sanatcilar/sanatci-545032/,,"
Doğum tarihi 


5 Nisan 1925


(İstanbul)
",39,45,Sadri Alışık
https://www.beyazperde.com/sanatcilar/sanatci-647148/,"
17 Mart 1972
","
Yaş 
51
",10,5,Defne Samyeli
