Field1_links,Dogum_Tarihi,Yas,Kariyer,Proje_Sayısı,Name
https://www.beyazperde.com/sanatcilar/sanatci-978458/,,,,,Hasan Can Kaya
https://www.beyazperde.com/sanatcilar/sanatci-516315/,"
28 Ekim 1982
","
Yaş 
41
",16,8,Berk Oktay
https://www.beyazperde.com/sanatcilar/sanatci-614392/,"
23 Mart 1991
","
Yaş 
32
",11,11,Bensu Soral
https://www.beyazperde.com/sanatcilar/sanatci-824889/,,,5,9,Mustafa Miraç Kaya
﻿https://www.beyazperde.com/sanatcilar/sanatci-516037/,,,13,16,Kadir Doğulu
https://www.beyazperde.com/sanatcilar/sanatci-529693/,"
2 Ocak 1943
","
Yaş 
80
",49,122,Filiz Akın
https://www.beyazperde.com/sanatcilar/sanatci-179910/,,,23,13,Pelin Batu
https://www.beyazperde.com/sanatcilar/sanatci-863902/,"
3 Şubat 1990
","
Yaş 
33
",4,4,Atakan Çelik
https://www.beyazperde.com/sanatcilar/sanatci-847443/,,,5,4,Gizem Tan
https://www.beyazperde.com/sanatcilar/sanatci-152136/,,,27,22,Halit Ergenç
https://www.beyazperde.com/sanatcilar/sanatci-516034/,"
6 Ekim 1985
","
Yaş 
38
",15,14,Birkan Sokullu
https://www.beyazperde.com/sanatcilar/sanatci-424540/,,,20,18,Şehsuvar Aktaş
https://www.beyazperde.com/sanatcilar/sanatci-530349/,,,12,10,Seda Bakan
https://www.beyazperde.com/sanatcilar/sanatci-519860/,,,10,6,Bulut Köpük
https://www.beyazperde.com/sanatcilar/sanatci-985955/,,,,,Eylül Tumbar
https://www.beyazperde.com/sanatcilar/sanatci-895200/,,,,,Nazan Adalı
https://www.beyazperde.com/sanatcilar/sanatci-647153/,,,,,Ali Biçim
https://www.beyazperde.com/sanatcilar/sanatci-94377/,"
18 Mayıs 1972
","
Yaş 
51
",27,54,Ruhi Sarı
https://www.beyazperde.com/sanatcilar/sanatci-439401/,,,21,19,Mine Tugay
https://www.beyazperde.com/sanatcilar/sanatci-698123/,"
16 Ocak 1988
","
Yaş 
35
",8,8,Selin Yeninci
https://www.beyazperde.com/sanatcilar/sanatci-209090/,"
1 Mart 1963
","
Yaş 
60
",23,20,Peker Açıkalın
https://www.beyazperde.com/sanatcilar/sanatci-517588/,"
26 Aralık 1986
","
Yaş 
37
",13,5,Selen Soyder
https://www.beyazperde.com/sanatcilar/sanatci-773117/,,,9,6,Gülsim Ali
https://www.beyazperde.com/sanatcilar/sanatci-511198/,"
27 Mayıs 1981
","
Yaş 
42
",14,14,Özgür Çevik
https://www.beyazperde.com/sanatcilar/sanatci-764824/,,,,,Ayşe Balıbey Tanıl
https://www.beyazperde.com/sanatcilar/sanatci-142071/,"
8 Haziran 1966
","
Yaş 
57
",21,24,Şenay Gürler
https://www.beyazperde.com/sanatcilar/sanatci-152138/,"
5 Temmuz 1982
","
Yaş 
41
",19,18,Tuba Büyüküstün
https://www.beyazperde.com/sanatcilar/sanatci-541503/,,,,,Bahar Öztan
https://www.beyazperde.com/sanatcilar/sanatci-721823/,,,4,7,Sevil Akı
https://www.beyazperde.com/sanatcilar/sanatci-853894/,"
2 Haziran 2004
","
Yaş 
19
",5,8,Helin Kandemir
https://www.beyazperde.com/sanatcilar/sanatci-191435/,,"
Doğum tarihi 


1963


(İzmir,Türkiye)
",27,11,Semih Kaplanoğlu
https://www.beyazperde.com/sanatcilar/sanatci-787675/,,,,,Kenan Keloğlu
https://www.beyazperde.com/sanatcilar/sanatci-519345/,"
19 Ağustos 1985
","
Yaş 
38
",12,7,Kaan Turgut
https://www.beyazperde.com/sanatcilar/sanatci-50399/,,,21,23,Cansel Elçin
https://www.beyazperde.com/sanatcilar/sanatci-520753/,,,15,12,Enis Arıkan
https://www.beyazperde.com/sanatcilar/sanatci-886634/,"
17 Ağustos 1998
","
Yaş 
25
",4,5,Berfin Nilsu Aktaş
https://www.beyazperde.com/sanatcilar/sanatci-519792/,,,14,22,Reha Özcan
https://www.beyazperde.com/sanatcilar/sanatci-528780/,,,14,14,Cem Karcı
https://www.beyazperde.com/sanatcilar/sanatci-818421/,,,6,7,Oktay Çubuk
https://www.beyazperde.com/sanatcilar/sanatci-902397/,,,3,6,İpek Filiz Yazıcı
https://www.beyazperde.com/sanatcilar/sanatci-764387/,,,,,Mustafa Kemal Atatürk
https://www.beyazperde.com/sanatcilar/sanatci-918954/,,,6,8,Damla Serim
https://www.beyazperde.com/sanatcilar/sanatci-520425/,,,20,14,Ersoy Güler
https://www.beyazperde.com/sanatcilar/sanatci-429887/,,,18,11,Murat Ünalmış
https://www.beyazperde.com/sanatcilar/sanatci-439247/,"
18 Temmuz 1953
","
Yaş 
70
",23,46,Turgay Tanülkü
https://www.beyazperde.com/sanatcilar/sanatci-508347/,,,18,19,Berrak Tüzünataç
https://www.beyazperde.com/sanatcilar/sanatci-520429/,"
5 Şubat 1987
","
Yaş 
36
",12,14,Özge Gürel
https://www.beyazperde.com/sanatcilar/sanatci-515160/,,,13,20,Wilma Elles
https://www.beyazperde.com/sanatcilar/sanatci-503976/,,,12,6,Ali Ayyıldız
https://www.beyazperde.com/sanatcilar/sanatci-440417/,,"
Doğum tarihi 


17 Ekim 1953


(İstanbul)
",32,16,Özkan Uğur
https://www.beyazperde.com/sanatcilar/sanatci-519267/,,,10,8,Burak Aksak
https://www.beyazperde.com/sanatcilar/sanatci-738973/,,,6,7,Seray Kaya
https://www.beyazperde.com/sanatcilar/sanatci-127244/,,,,,Azra Akın
https://www.beyazperde.com/sanatcilar/sanatci-5099/,,,48,37,Macit Koper
https://www.beyazperde.com/sanatcilar/sanatci-732765/,"
21 Temmuz 1998
","
Yaş 
25
",8,9,İlayda Akdoğan
https://www.beyazperde.com/sanatcilar/sanatci-974171/,"
4 Aralık 1987
","
Yaş 
36
",16,24,Dilek Kaya
https://www.beyazperde.com/sanatcilar/sanatci-558018/,"
2 Haziran 1999
","
Yaş 
24
",10,5,Mesut Can Tomay
https://www.beyazperde.com/sanatcilar/sanatci-785504/,"
29 Eylül 2009
","
Yaş 
14
",3,5,Beren Gökyıldız
https://www.beyazperde.com/sanatcilar/sanatci-855795/,,,5,8,Aybüke Pusat
https://www.beyazperde.com/sanatcilar/sanatci-771698/,"
1 Ekim 1992
","
Yaş 
31
",7,15,Boran Kuzum
https://www.beyazperde.com/sanatcilar/sanatci-794136/,,,3,6,Savaş Satış
https://www.beyazperde.com/sanatcilar/sanatci-550556/,"
29 Ekim 1989
","
Yaş 
34
",10,10,Leyla Lydia Tuğutlu
https://www.beyazperde.com/sanatcilar/sanatci-520206/,"
18 Mart 1972
","
Yaş 
51
",24,16,Necmi Yapıcı
https://www.beyazperde.com/sanatcilar/sanatci-788398/,,,,,Eylül Arular
https://www.beyazperde.com/sanatcilar/sanatci-803740/,"
4 Mayıs 1997
","
Yaş 
26
",6,14,Bahar Şahin
https://www.beyazperde.com/sanatcilar/sanatci-517607/,,,18,17,Eylem Canpolat
https://www.beyazperde.com/sanatcilar/sanatci-770390/,,,7,5,Kadir Polatçı
https://www.beyazperde.com/sanatcilar/sanatci-418963/,"
10 Ağustos 1957
","
Yaş 
66
",37,19,Zuhal Olcay
https://www.beyazperde.com/sanatcilar/sanatci-439986/,,,12,8,Ketche
https://www.beyazperde.com/sanatcilar/sanatci-511292/,"
21 Temmuz 1989
","
Yaş 
34
",15,10,Fulya Zenginer
https://www.beyazperde.com/sanatcilar/sanatci-647151/,,,9,14,Bengi İdil Uras
https://www.beyazperde.com/sanatcilar/sanatci-503963/,"
12 Eylül 1976
","
Yaş 
47
",18,17,Fatih Al
https://www.beyazperde.com/sanatcilar/sanatci-529295/,,,27,49,Ertem Eğilmez
https://www.beyazperde.com/sanatcilar/sanatci-430854/,"
11 Şubat 1977
","
Yaş 
46
",19,22,Mustafa Üstündağ
https://www.beyazperde.com/sanatcilar/sanatci-93369/,,,26,24,Mustafa Uğurlu
https://www.beyazperde.com/sanatcilar/sanatci-517329/,,,,,Ayça Eren
https://www.beyazperde.com/sanatcilar/sanatci-663483/,,,9,13,Korhan Herduran
https://www.beyazperde.com/sanatcilar/sanatci-147821/,"
1 Temmuz 1939
","
Yaş 
84
",63,43,Suna Selen
https://www.beyazperde.com/sanatcilar/sanatci-213973/,"
21 Mayıs 1961
","
Yaş 
62
",13,12,Tilbe Saran
https://www.beyazperde.com/sanatcilar/sanatci-503995/,,,12,6,Murat Öztürk
https://www.beyazperde.com/sanatcilar/sanatci-17276/,"
1 Mayıs 1954
","
Yaş 
69
",48,41,Menderes Samancılar
https://www.beyazperde.com/sanatcilar/sanatci-517328/,"
1 Ocak 1969
","
Yaş 
54
",13,9,Berkan Şal
https://www.beyazperde.com/sanatcilar/sanatci-596816/,"
9 Ağustos 1986
","
Yaş 
37
",11,13,Taner Ölmez
https://www.beyazperde.com/sanatcilar/sanatci-241150/,"
27 Kasım 1959
","
Yaş 
64
",33,22,Gani Müjde
https://www.beyazperde.com/sanatcilar/sanatci-906307/,,,3,7,Hakan Bonomo
https://www.beyazperde.com/sanatcilar/sanatci-93367/,,,27,12,Derviş Zaim
https://www.beyazperde.com/sanatcilar/sanatci-499073/,,,13,9,İsmail Filiz
https://www.beyazperde.com/sanatcilar/sanatci-1016550/,,,,,İcabi Atabey
https://www.beyazperde.com/sanatcilar/sanatci-13921/,,"
Doğum tarihi 


8 Eylül 1946


",44,26,Halil Ergün
https://www.beyazperde.com/sanatcilar/sanatci-259732/,"
11 Kasım 1981
","
Yaş 
42
",18,19,Sarp Apak
https://www.beyazperde.com/sanatcilar/sanatci-216925/,"
22 Ekim 1980
","
Yaş 
43
",15,12,Şahan Gökbakar
https://www.beyazperde.com/sanatcilar/sanatci-658659/,,,10,4,Kutsal Kaynak
https://www.beyazperde.com/sanatcilar/sanatci-541066/,,,12,7,Emre Şen
https://www.beyazperde.com/sanatcilar/sanatci-529935/,"
23 Mayıs 1986
","
Yaş 
37
",19,21,Caner Özyurtlu
https://www.beyazperde.com/sanatcilar/sanatci-538108/,"
29 Mart 1981
","
Yaş 
42
",13,12,Nihal Yalçın
https://www.beyazperde.com/sanatcilar/sanatci-517350/,,,14,21,Algı Eke
https://www.beyazperde.com/sanatcilar/sanatci-1015055/,,,,,Mustafa Cihat Durmuş
https://www.beyazperde.com/sanatcilar/sanatci-526299/,,,45,26,Salih Güney
https://www.beyazperde.com/sanatcilar/sanatci-941009/,,,,,Rahman Başel
https://www.beyazperde.com/sanatcilar/sanatci-528557/,"
3 Mart 1977
","
Yaş 
46
",15,10,Berkun Oya
https://www.beyazperde.com/sanatcilar/sanatci-188728/,,,17,20,Umut Kurt
https://www.beyazperde.com/sanatcilar/sanatci-529393/,"
15 Haziran 1982
","
Yaş 
41
",22,13,Feyyaz Duman
https://www.beyazperde.com/sanatcilar/sanatci-515140/,,,11,8,Zeynep Günay
https://www.beyazperde.com/sanatcilar/sanatci-832439/,,,,,Emel Dede
https://www.beyazperde.com/sanatcilar/sanatci-250360/,,,16,18,Tolgahan Sayışman
https://www.beyazperde.com/sanatcilar/sanatci-1012699/,,,,,Mazlum Yiğit
https://www.beyazperde.com/sanatcilar/sanatci-170869/,,,29,19,Bülent Emin Yarar
https://www.beyazperde.com/sanatcilar/sanatci-769828/,,,6,6,Meltem Miraloğlu
https://www.beyazperde.com/sanatcilar/sanatci-504604/,"
1 Ocak 1967
","
Yaş 
56
",35,19,Nilüfer Açıkalın
https://www.beyazperde.com/sanatcilar/sanatci-994899/,,,,,Ece Bağcı
https://www.beyazperde.com/sanatcilar/sanatci-694768/,,,,,Tamer Çeliker
https://www.beyazperde.com/sanatcilar/sanatci-499844/,,,21,14,Uluç Bayraktar
https://www.beyazperde.com/sanatcilar/sanatci-505208/,"
21 Mayıs 1982
","
Yaş 
41
",18,15,Saygın Soysal
https://www.beyazperde.com/sanatcilar/sanatci-948727/,,,,,Samet Arda Mercan
https://www.beyazperde.com/sanatcilar/sanatci-520721/,"
1 Ocak 1982
","
Yaş 
41
",18,35,İnan Ulaş Torun
https://www.beyazperde.com/sanatcilar/sanatci-506013/,,,14,10,Rayhan Asena Keskinci
https://www.beyazperde.com/sanatcilar/sanatci-908416/,,,,,Ece Ertez
https://www.beyazperde.com/sanatcilar/sanatci-888727/,,,3,6,Taha Baran Özbek
https://www.beyazperde.com/sanatcilar/sanatci-508817/,"
1 Ekim 1990
","
Yaş 
33
",15,18,Hazal Kaya
https://www.beyazperde.com/sanatcilar/sanatci-709663/,,,9,5,Emrah Kaman
https://www.beyazperde.com/sanatcilar/sanatci-721119/,,,8,13,Gökhan Yıkılkan
https://www.beyazperde.com/sanatcilar/sanatci-993982/,,,,,Deniz Çatalbaş
https://www.beyazperde.com/sanatcilar/sanatci-173246/,,,19,76,Necati Akpınar
https://www.beyazperde.com/sanatcilar/sanatci-530707/,"
17 Ağustos 1973
","
Yaş 
50
",36,12,Ayşegül Ünsal
https://www.beyazperde.com/sanatcilar/sanatci-817973/,,,,,Kübra Süzgün
https://www.beyazperde.com/sanatcilar/sanatci-895104/,,,,,Burak Akyüz
https://www.beyazperde.com/sanatcilar/sanatci-886525/,,,,,Ahmet Talay
https://www.beyazperde.com/sanatcilar/sanatci-828401/,,,,,Erol Serçe
https://www.beyazperde.com/sanatcilar/sanatci-545462/,,,14,10,Ahmet Katıksız
https://www.beyazperde.com/sanatcilar/sanatci-854419/,,,5,4,Yağmur Sergen
https://www.beyazperde.com/sanatcilar/sanatci-922793/,,,,,Zeliha Kendirci
https://www.beyazperde.com/sanatcilar/sanatci-521628/,,,17,14,Bora Onur
https://www.beyazperde.com/sanatcilar/sanatci-240735/,,,15,6,Özcan Alper
https://www.beyazperde.com/sanatcilar/sanatci-518764/,,,17,10,İrem Altuğ
https://www.beyazperde.com/sanatcilar/sanatci-515467/,"
12 Nisan 1984
","
Yaş 
39
",13,11,Baran Akbulut
https://www.beyazperde.com/sanatcilar/sanatci-672399/,,,,,Barış Bulut
https://www.beyazperde.com/sanatcilar/sanatci-236811/,,,16,15,Bülent İşbilen
https://www.beyazperde.com/sanatcilar/sanatci-520739/,"
9 Ekim 1985
","
Yaş 
38
",13,10,Toprak Sağlam
https://www.beyazperde.com/sanatcilar/sanatci-500555/,,,16,12,Nuran Evren Şit
https://www.beyazperde.com/sanatcilar/sanatci-505239/,"
9 Aralık 1991
","
Yaş 
32
",13,14,Bora Cengiz
https://www.beyazperde.com/sanatcilar/sanatci-519716/,"
29 Ocak 1984
","
Yaş 
39
",8,5,Oğuzhan Uğur
https://www.beyazperde.com/sanatcilar/sanatci-517315/,"
15 Temmuz 1977
","
Yaş 
46
",16,13,Canan Ergüder
https://www.beyazperde.com/sanatcilar/sanatci-511124/,,,8,5,Caner Erdem
https://www.beyazperde.com/sanatcilar/sanatci-693461/,"
26 Nisan 1976
","
Yaş 
47
",11,7,Nefise Karatay
https://www.beyazperde.com/sanatcilar/sanatci-828343/,,,5,14,Ali Seçkiner Alıcı
https://www.beyazperde.com/sanatcilar/sanatci-714757/,,,7,12,Seyithan Özdemir
https://www.beyazperde.com/sanatcilar/sanatci-515535/,,,19,22,Ferit Aktuğ
https://www.beyazperde.com/sanatcilar/sanatci-505999/,,,23,20,Tevhide Şebnem Sönmez
https://www.beyazperde.com/sanatcilar/sanatci-520231/,,,18,8,Simge Selçuk
https://www.beyazperde.com/sanatcilar/sanatci-543697/,,,28,72,Reha Yurdakul
https://www.beyazperde.com/sanatcilar/sanatci-7418/,"
23 Mart 1956
","
Yaş 
67
",42,17,Talat Bulut
https://www.beyazperde.com/sanatcilar/sanatci-529579/,"
15 Haziran 1988
","
Yaş 
35
",10,11,Ezgi Eyüboğlu
https://www.beyazperde.com/sanatcilar/sanatci-514209/,"
29 Temmuz 1974
","
Yaş 
49
",26,20,Yeşim Ceren Bozoğlu
https://www.beyazperde.com/sanatcilar/sanatci-538364/,,,17,26,Orhan Aydın
https://www.beyazperde.com/sanatcilar/sanatci-452492/,"
1978
","
Yaş 
45
",19,25,Engin Hepileri
https://www.beyazperde.com/sanatcilar/sanatci-206154/,"
25 Ağustos 1945
","
Ölümü 


19 Nisan 2017


71 yaşında
(İstanbul)
",54,50,Bülent Kayabaş
https://www.beyazperde.com/sanatcilar/sanatci-787663/,,,6,6,Yusuf Aytekin
https://www.beyazperde.com/sanatcilar/sanatci-916709/,,,4,7,Gülseren Budayıcıoğlu
https://www.beyazperde.com/sanatcilar/sanatci-980215/,,,,,Rami Narin
https://www.beyazperde.com/sanatcilar/sanatci-217186/,"
9 Temmuz 1983
","
Yaş 
40
",15,25,Ahmet Rıfat Sungar
https://www.beyazperde.com/sanatcilar/sanatci-701641/,,,7,7,Anıl Altınöz
https://www.beyazperde.com/sanatcilar/sanatci-519840/,"
22 Kasım 1985
","
Yaş 
38
",12,18,Hande Doğandemir
https://www.beyazperde.com/sanatcilar/sanatci-520901/,,,20,8,Esra Ronabar
https://www.beyazperde.com/sanatcilar/sanatci-152146/,"
9 Nisan 1963
","
Ölümü 


30 Kasım 2016


53 yaşında
",34,32,Erdal Tosun
https://www.beyazperde.com/sanatcilar/sanatci-499905/,"
1982
","
Yaş 
41
",18,11,Deniz Çakır
https://www.beyazperde.com/sanatcilar/sanatci-169571/,"
26 Şubat 1981
","
Yaş 
42
",8,7,Gamze Özçelik
https://www.beyazperde.com/sanatcilar/sanatci-827032/,,,,,Oya Peri
https://www.beyazperde.com/sanatcilar/sanatci-512311/,"
27 Şubat 1989
","
Yaş 
34
",7,6,Ceren Hindistan
https://www.beyazperde.com/sanatcilar/sanatci-511217/,,,10,6,Özge Ulusoy
https://www.beyazperde.com/sanatcilar/sanatci-690246/,"
31 Mayıs 1987
","
Yaş 
36
",9,9,Serkan Çayoğlu
https://www.beyazperde.com/sanatcilar/sanatci-746244/,,,8,9,Cemre Ebüzziya
https://www.beyazperde.com/sanatcilar/sanatci-540450/,,,,,Elvin Levinler
https://www.beyazperde.com/sanatcilar/sanatci-788395/,,,,,Ahmet Pınar
https://www.beyazperde.com/sanatcilar/sanatci-811276/,,,,,Haşim Aydemir
https://www.beyazperde.com/sanatcilar/sanatci-226531/,,,25,27,Abdullah Oğuz
https://www.beyazperde.com/sanatcilar/sanatci-489561/,,,,,Pelin Ermis
https://www.beyazperde.com/sanatcilar/sanatci-461020/,,,18,11,Bartu Küçükçağlayan
https://www.beyazperde.com/sanatcilar/sanatci-806710/,,,,,Arda Anarat
https://www.beyazperde.com/sanatcilar/sanatci-535718/,,,18,11,Mihriban Er
https://www.beyazperde.com/sanatcilar/sanatci-32832/,"
1 Ocak 1966
","
Yaş 
57
",25,13,Erdal Yıldız
https://www.beyazperde.com/sanatcilar/sanatci-515463/,,,56,16,Nebahat Çehre
https://www.beyazperde.com/sanatcilar/sanatci-515029/,,,25,10,Ayhan Sonyürek
https://www.beyazperde.com/sanatcilar/sanatci-537346/,,,29,13,Şevval Sam
https://www.beyazperde.com/sanatcilar/sanatci-440153/,,"
Uyruk 
Türk ,
Alman
",21,14,Haluk Piyes
https://www.beyazperde.com/sanatcilar/sanatci-221711/,"
1 Ocak 1929
","
Ölümü 


4 Ağustos 2012


83 yaşında
",25,27,Metin Erksan
https://www.beyazperde.com/sanatcilar/sanatci-698094/,,,,,Bengü Şen
https://www.beyazperde.com/sanatcilar/sanatci-515517/,"
6 Ekim 1984
","
Yaş 
39
",16,8,Pelin Karahan
https://www.beyazperde.com/sanatcilar/sanatci-821320/,,,,,Eray Kaman
https://www.beyazperde.com/sanatcilar/sanatci-507533/,,,19,23,Zerrin Sümer
https://www.beyazperde.com/sanatcilar/sanatci-828344/,"
1 Ocak 1979
","
Yaş 
44
",5,16,Erdem Şenocak
https://www.beyazperde.com/sanatcilar/sanatci-504606/,,,45,16,İlker İnanoğlu
https://www.beyazperde.com/sanatcilar/sanatci-880723/,,,,,Murat Genç
https://www.beyazperde.com/sanatcilar/sanatci-922302/,,,2,5,Bertan Asllani
https://www.beyazperde.com/sanatcilar/sanatci-461836/,,,17,23,Hakan Meriçliler
https://www.beyazperde.com/sanatcilar/sanatci-695035/,,,9,16,Muttalip Müjdeci
https://www.beyazperde.com/sanatcilar/sanatci-424544/,"
1946
","
Yaş 
77
",47,44,Salih Kalyon
https://www.beyazperde.com/sanatcilar/sanatci-851803/,"
14 Nisan 1990
","
Yaş 
33
",5,7,Gizem Terzi
https://www.beyazperde.com/sanatcilar/sanatci-523499/,,,48,29,Murat Soydan
https://www.beyazperde.com/sanatcilar/sanatci-661301/,"
7 Mart 1980
","
Yaş 
43
",10,9,Murat Boz
https://www.beyazperde.com/sanatcilar/sanatci-690445/,,,,,İsmail Oral
https://www.beyazperde.com/sanatcilar/sanatci-571314/,,,,,Esra Balıkçı
https://www.beyazperde.com/sanatcilar/sanatci-863594/,,,,,Nurullah Çelebi
https://www.beyazperde.com/sanatcilar/sanatci-528362/,,,47,11,Fatma Belgen
https://www.beyazperde.com/sanatcilar/sanatci-526396/,"
5 Mart 1968
","
Yaş 
55
",15,13,Müfit Can Saçıntı
https://www.beyazperde.com/sanatcilar/sanatci-445421/,"
14 Ocak 1983
","
Yaş 
40
",17,17,Cemal Toktaş
https://www.beyazperde.com/sanatcilar/sanatci-894991/,,,1,5,H. Sinan Güngör
https://www.beyazperde.com/sanatcilar/sanatci-587766/,,,8,11,Furkan Palalı
https://www.beyazperde.com/sanatcilar/sanatci-508816/,"
16 Temmuz 1973
","
Yaş 
50
",17,25,Şinasi Yurtsever
https://www.beyazperde.com/sanatcilar/sanatci-828400/,,,,,Hüseyin Elçi
https://www.beyazperde.com/sanatcilar/sanatci-660544/,,,9,7,Aybike Turan
https://www.beyazperde.com/sanatcilar/sanatci-22940/,"
19 Ağustos 1959
","
Yaş 
64
",29,33,Derya Alabora
https://www.beyazperde.com/sanatcilar/sanatci-675134/,"
9 Mayıs 1984
","
Yaş 
39
",9,9,Berk Cankat
https://www.beyazperde.com/sanatcilar/sanatci-799033/,,,,,Merve Erdoğan
https://www.beyazperde.com/sanatcilar/sanatci-26914/,,,27,15,Yeşim Salkım
https://www.beyazperde.com/sanatcilar/sanatci-484372/,,,25,31,Ayhan Işık
https://www.beyazperde.com/sanatcilar/sanatci-511203/,,,13,28,Özgür Bakar
https://www.beyazperde.com/sanatcilar/sanatci-785062/,,,6,8,Caner Şahin
https://www.beyazperde.com/sanatcilar/sanatci-532849/,"
3 Ağustos 1965
","
Yaş 
58
",22,13,Nail Kırmızıgül
https://www.beyazperde.com/sanatcilar/sanatci-458875/,"
26 Haziran 1970
","
Yaş 
53
",13,19,Hülya Duyar
https://www.beyazperde.com/sanatcilar/sanatci-725089/,,,,,Nihan Durukan
https://www.beyazperde.com/sanatcilar/sanatci-689423/,,,,,Cansu Diktaş
https://www.beyazperde.com/sanatcilar/sanatci-737390/,"
24 Eylül 1996
","
Yaş 
27
",7,10,Melisa Şenolsun
https://www.beyazperde.com/sanatcilar/sanatci-850230/,,,,,Ersin Arıcı
https://www.beyazperde.com/sanatcilar/sanatci-814757/,"
2 Şubat 1990
","
Yaş 
33
",5,10,İrem Helvacıoğlu
https://www.beyazperde.com/sanatcilar/sanatci-102370/,"
5 Kasım 1969
","
Yaş 
54
",20,19,Meltem Cumbul
https://www.beyazperde.com/sanatcilar/sanatci-828997/,,,20,18,Nedret Güvenç
https://www.beyazperde.com/sanatcilar/sanatci-511129/,"
1 Eylül 1985
","
Yaş 
38
",10,9,Sinem Öztürk Uslu
https://www.beyazperde.com/sanatcilar/sanatci-829269/,,,,,Özgü Kaya
https://www.beyazperde.com/sanatcilar/sanatci-551815/,,,13,7,Doğan Ümit Karaca
https://www.beyazperde.com/sanatcilar/sanatci-142062/,,,33,10,Reha Erdem
https://www.beyazperde.com/sanatcilar/sanatci-792435/,,,,,Ferat Bilgin
https://www.beyazperde.com/sanatcilar/sanatci-205317/,,,50,34,Perihan Savaş
https://www.beyazperde.com/sanatcilar/sanatci-814036/,,,5,5,Hayat Van Eck
https://www.beyazperde.com/sanatcilar/sanatci-520803/,,,21,21,Emre Altuğ
https://www.beyazperde.com/sanatcilar/sanatci-530350/,,,,,Eray Eserol
https://www.beyazperde.com/sanatcilar/sanatci-818253/,,,,,Berker Güven
https://www.beyazperde.com/sanatcilar/sanatci-511123/,,,19,13,Esin Civangil
https://www.beyazperde.com/sanatcilar/sanatci-1000297/,,,,,Deniz Enyüksek
https://www.beyazperde.com/sanatcilar/sanatci-755608/,"
22 Haziran 1978
","
Yaş 
45
",18,8,Ateş Fatih Uçan
https://www.beyazperde.com/sanatcilar/sanatci-414052/,"
6 Aralık 1969
","
Yaş 
54
",24,13,Hakan Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-516751/,"
10 Haziran 1978
","
Yaş 
45
",14,18,Celil Nalçakan
https://www.beyazperde.com/sanatcilar/sanatci-497013/,"
18 Nisan 1943
","
Ölümü 


8 Mayıs 2015


72 yaşında
(İstanbul)
",42,26,Zeki Alasya
https://www.beyazperde.com/sanatcilar/sanatci-526627/,"
10 Şubat 1957
","
Ölümü 


15 Mayıs 2016


59 yaşında
(İstanbul)
",38,13,Oya Aydoğan
https://www.beyazperde.com/sanatcilar/sanatci-962472/,,,,,Ege Can
https://www.beyazperde.com/sanatcilar/sanatci-533778/,"
2 Eylül 1985
","
Yaş 
38
",12,9,Açelya Devrim Yılhan
https://www.beyazperde.com/sanatcilar/sanatci-748012/,,,9,5,Mehmet Cerrahoğlu
https://www.beyazperde.com/sanatcilar/sanatci-674827/,,,9,25,Uğur Kaplan
https://www.beyazperde.com/sanatcilar/sanatci-173244/,,,13,10,Caner Alkaya
https://www.beyazperde.com/sanatcilar/sanatci-570431/,,,10,9,Can Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-781912/,,,,,Çağan Efe Ak
https://www.beyazperde.com/sanatcilar/sanatci-186571/,"
1973
","
Yaş 
50
",27,16,Hande Ataizi
https://www.beyazperde.com/sanatcilar/sanatci-514668/,,,17,13,Lila Gürmen
https://www.beyazperde.com/sanatcilar/sanatci-22938/,,,43,24,Aytaç Arman
https://www.beyazperde.com/sanatcilar/sanatci-250364/,"
24 Mayıs 1946
","
Yaş 
77
",33,37,Ayten Uncuoğlu
https://www.beyazperde.com/sanatcilar/sanatci-773001/,,,,,Funda Güray
https://www.beyazperde.com/sanatcilar/sanatci-486284/,"
29 Aralık 1977
","
Yaş 
46
",13,9,Ogün Kaptanoğlu
https://www.beyazperde.com/sanatcilar/sanatci-456795/,"
1 Mart 1963
","
Yaş 
60
",22,14,Hakan Vanlı
https://www.beyazperde.com/sanatcilar/sanatci-550779/,,,18,14,Ayşegül Kaygusuz
https://www.beyazperde.com/sanatcilar/sanatci-828398/,,,,,Mehmet Er
https://www.beyazperde.com/sanatcilar/sanatci-547564/,,,,,Muhsin Ertuğrul
https://www.beyazperde.com/sanatcilar/sanatci-771704/,"
27 Ekim 1994
","
Yaş 
29
",7,8,Ahsen Eroğlu
https://www.beyazperde.com/sanatcilar/sanatci-537485/,,,9,8,Gaye Gürsel
https://www.beyazperde.com/sanatcilar/sanatci-518844/,,,26,15,Hasibe Eren
https://www.beyazperde.com/sanatcilar/sanatci-737391/,"
25 Ağustos 1993
","
Yaş 
30
",7,10,Büşra Develi
https://www.beyazperde.com/sanatcilar/sanatci-517628/,,,,,Uğur Aslan
https://www.beyazperde.com/sanatcilar/sanatci-531147/,"
8 Aralık 1987
","
Yaş 
36
",12,10,Gökhan Alkan
https://www.beyazperde.com/sanatcilar/sanatci-181552/,"
1959
","
Yaş 
64
",35,32,Ali Sürmeli
https://www.beyazperde.com/sanatcilar/sanatci-885262/,,,,,Aslı Atıl
https://www.beyazperde.com/sanatcilar/sanatci-69632/,"
1954
","
Yaş 
69
",39,30,Serra Yılmaz
